REPORT_DATE,WARD,LIVES_LOST,POSITIVE_CASES,TOTAL_TESTS,LOAD_TIME,OBJECTID
2020/04/14 04:00:00+00,Ward 2,,183,,2021/01/20 16:15:05+00,309
2020/04/15 04:00:00+00,Ward 2,,193,,2021/01/20 16:15:05+00,310
2020/04/16 04:00:00+00,Ward 2,,207,,2021/01/20 16:15:05+00,311
2020/04/17 04:00:00+00,Ward 2,,215,,2021/01/20 16:15:05+00,312
2020/04/18 04:00:00+00,Ward 2,,218,,2021/01/20 16:15:05+00,313
2020/04/19 04:00:00+00,Ward 2,1,225,,2021/01/20 16:15:05+00,314
2020/04/20 04:00:00+00,Ward 2,1,228,,2021/01/20 16:15:05+00,315
2020/04/21 04:00:00+00,Ward 2,1,234,,2021/01/20 16:15:05+00,316
2020/04/22 04:00:00+00,Ward 2,3,252,,2021/01/20 16:15:05+00,317
2020/04/23 04:00:00+00,Ward 2,4,251,,2021/01/20 16:15:05+00,318
2020/04/24 04:00:00+00,Ward 2,5,256,,2021/01/20 16:15:05+00,319
2020/04/25 04:00:00+00,Ward 2,6,261,,2021/01/20 16:15:05+00,320
2020/04/26 04:00:00+00,Ward 2,7,261,,2021/01/20 16:15:05+00,321
2020/04/27 04:00:00+00,Ward 2,8,266,,2021/01/20 16:15:05+00,322
2020/04/28 04:00:00+00,Ward 2,9,284,,2021/01/20 16:15:05+00,323
2020/04/29 04:00:00+00,Ward 2,10,291,,2021/01/20 16:15:05+00,324
2020/04/30 04:00:00+00,Ward 2,13,317,,2021/01/20 16:15:05+00,325
2020/05/01 04:00:00+00,Ward 2,14,318,,2021/01/20 16:15:05+00,326
2020/05/02 04:00:00+00,Ward 2,14,325,,2021/01/20 16:15:05+00,327
2020/05/03 04:00:00+00,Ward 2,14,333,,2021/01/20 16:15:05+00,328
2020/05/04 04:00:00+00,Ward 2,14,345,,2021/01/20 16:15:05+00,329
2020/05/05 04:00:00+00,Ward 2,15,352,,2021/01/20 16:15:05+00,330
2020/05/06 04:00:00+00,Ward 2,15,357,,2021/01/20 16:15:05+00,331
2020/05/07 04:00:00+00,Ward 2,16,372,,2021/01/20 16:15:05+00,332
2020/05/08 04:00:00+00,Ward 2,17,377,,2021/01/20 16:15:05+00,333
2020/05/09 04:00:00+00,Ward 2,18,383,,2021/01/20 16:15:05+00,334
2020/05/10 04:00:00+00,Ward 2,16,392,,2021/01/20 16:15:05+00,335
2020/05/11 04:00:00+00,Ward 2,17,400,,2021/01/20 16:15:05+00,336
2020/05/12 04:00:00+00,Ward 2,18,403,,2021/01/20 16:15:05+00,337
2020/05/13 04:00:00+00,Ward 2,18,400,,2021/01/20 16:15:05+00,338
2020/05/14 04:00:00+00,Ward 2,20,408,,2021/01/20 16:15:05+00,339
2020/05/15 04:00:00+00,Ward 2,22,415,,2021/01/20 16:15:05+00,340
2020/05/16 04:00:00+00,Ward 2,23,419,,2021/01/20 16:15:05+00,341
2020/05/17 04:00:00+00,Ward 2,24,426,,2021/01/20 16:15:05+00,342
2020/05/18 04:00:00+00,Ward 2,25,439,,2021/01/20 16:15:05+00,343
2020/05/19 04:00:00+00,Ward 2,25,442,2740,2021/01/20 16:15:05+00,344
2020/05/20 04:00:00+00,Ward 2,25,451,3065,2021/01/20 16:15:05+00,345
2020/04/09 04:00:00+00,Ward 5,,210,,2021/01/20 16:15:05+00,346
2020/04/10 04:00:00+00,Ward 5,,231,,2021/01/20 16:15:05+00,347
2020/04/11 04:00:00+00,Ward 5,,250,,2021/01/20 16:15:05+00,348
2020/04/12 04:00:00+00,Ward 5,,257,,2021/01/20 16:15:05+00,349
2020/04/13 04:00:00+00,Ward 5,,262,,2021/01/20 16:15:05+00,350
2020/04/14 04:00:00+00,Ward 5,,278,,2021/01/20 16:15:05+00,351
2020/04/15 04:00:00+00,Ward 5,,311,,2021/01/20 16:15:05+00,352
2020/04/16 04:00:00+00,Ward 5,,328,,2021/01/20 16:15:05+00,353
2020/04/17 04:00:00+00,Ward 5,,350,,2021/01/20 16:15:05+00,354
2020/04/18 04:00:00+00,Ward 5,,363,,2021/01/20 16:15:05+00,355
2020/04/19 04:00:00+00,Ward 5,12,383,,2021/01/20 16:15:05+00,356
2020/04/20 04:00:00+00,Ward 5,13,404,,2021/01/20 16:15:05+00,357
2020/04/21 04:00:00+00,Ward 5,17,429,,2021/01/20 16:15:05+00,358
2020/04/22 04:00:00+00,Ward 5,19,456,,2021/01/20 16:15:05+00,359
2020/04/23 04:00:00+00,Ward 5,21,488,,2021/01/20 16:15:05+00,360
2020/04/24 04:00:00+00,Ward 5,23,513,,2021/01/20 16:15:05+00,361
2020/04/25 04:00:00+00,Ward 5,25,552,,2021/01/20 16:15:05+00,362
2020/04/26 04:00:00+00,Ward 5,27,571,,2021/01/20 16:15:05+00,363
2020/04/27 04:00:00+00,Ward 5,28,587,,2021/01/20 16:15:05+00,364
2020/04/28 04:00:00+00,Ward 5,30,622,,2021/01/20 16:15:05+00,365
2020/04/29 04:00:00+00,Ward 5,34,646,,2021/01/20 16:15:05+00,366
2020/04/30 04:00:00+00,Ward 5,35,699,,2021/01/20 16:15:05+00,367
2020/05/01 04:00:00+00,Ward 5,38,722,,2021/01/20 16:15:05+00,368
2020/05/02 04:00:00+00,Ward 5,39,768,,2021/01/20 16:15:05+00,369
2020/05/03 04:00:00+00,Ward 5,40,799,,2021/01/20 16:15:05+00,370
2020/05/04 04:00:00+00,Ward 5,42,819,,2021/01/20 16:15:05+00,371
2020/05/05 04:00:00+00,Ward 5,45,846,,2021/01/20 16:15:05+00,372
2020/05/06 04:00:00+00,Ward 5,46,887,,2021/01/20 16:15:05+00,373
2020/05/07 04:00:00+00,Ward 5,50,930,,2021/01/20 16:15:05+00,374
2020/05/08 04:00:00+00,Ward 5,50,971,,2021/01/20 16:15:05+00,375
2020/05/09 04:00:00+00,Ward 5,51,993,,2021/01/20 16:15:05+00,376
2020/05/10 04:00:00+00,Ward 5,52,1008,,2021/01/20 16:15:05+00,377
2020/05/11 04:00:00+00,Ward 5,53,1017,,2021/01/20 16:15:05+00,378
2020/05/12 04:00:00+00,Ward 5,55,1032,,2021/01/20 16:15:05+00,379
2020/05/13 04:00:00+00,Ward 5,56,1054,,2021/01/20 16:15:05+00,380
2020/05/14 04:00:00+00,Ward 5,57,1070,,2021/01/20 16:15:05+00,381
2020/05/15 04:00:00+00,Ward 5,57,1087,,2021/01/20 16:15:05+00,382
2020/05/16 04:00:00+00,Ward 5,60,1111,,2021/01/20 16:15:05+00,383
2020/05/17 04:00:00+00,Ward 5,62,1133,,2021/01/20 16:15:05+00,384
2020/05/18 04:00:00+00,Ward 5,63,1157,,2021/01/20 16:15:05+00,385
2020/05/19 04:00:00+00,Ward 5,63,1177,4711,2021/01/20 16:15:05+00,386
2020/05/20 04:00:00+00,Ward 5,64,1204,5109,2021/01/20 16:15:05+00,387
2020/05/21 04:00:00+00,Ward 5,65,1225,,2021/01/20 16:15:05+00,388
2020/05/22 04:00:00+00,Ward 5,65,1242,,2021/01/20 16:15:05+00,389
2020/05/23 04:00:00+00,Ward 5,66,1270,,2021/01/20 16:15:05+00,390
2020/05/24 04:00:00+00,Ward 5,68,1286,,2021/01/20 16:15:05+00,391
2020/05/25 04:00:00+00,Ward 5,68,1303,5862,2021/01/20 16:15:05+00,392
2020/05/26 04:00:00+00,Ward 5,69,1315,6096,2021/01/20 16:15:05+00,393
2020/05/27 04:00:00+00,Ward 5,72,1327,,2021/01/20 16:15:05+00,394
2020/05/28 04:00:00+00,Ward 5,73,1331,,2021/01/20 16:15:05+00,395
2020/05/29 04:00:00+00,Ward 5,73,1351,6355,2021/01/20 16:15:05+00,396
2020/05/30 04:00:00+00,Ward 5,74,1364,6540,2021/01/20 16:15:05+00,397
2020/05/31 04:00:00+00,Ward 5,75,1376,,2021/01/20 16:15:05+00,398
2020/06/01 04:00:00+00,Ward 5,75,1379,6625,2021/01/20 16:15:05+00,399
2020/06/02 04:00:00+00,Ward 5,75,1379,6848,2021/01/20 16:15:05+00,400
2020/06/03 04:00:00+00,Ward 5,75,1400,7085,2021/01/20 16:15:05+00,401
2020/06/04 04:00:00+00,Ward 5,76,1414,7199,2021/01/20 16:15:05+00,402
2020/06/05 04:00:00+00,Ward 5,77,1420,7432,2021/01/20 16:15:05+00,403
2020/06/06 04:00:00+00,Ward 5,78,1428,7484,2021/01/20 16:15:05+00,404
2020/06/07 04:00:00+00,Ward 5,79,1433,7645,2021/01/20 16:15:05+00,405
2020/06/08 04:00:00+00,Ward 5,79,1442,7794,2021/01/20 16:15:05+00,406
2020/06/09 04:00:00+00,Ward 5,80,1447,7794,2021/01/20 16:15:05+00,407
2020/06/10 04:00:00+00,Ward 5,81,1457,7794,2021/01/20 16:15:05+00,408
2020/06/11 04:00:00+00,Ward 5,81,1468,8382,2021/01/20 16:15:05+00,409
2020/06/12 04:00:00+00,Ward 5,81,1471,8361,2021/01/20 16:15:05+00,410
2020/06/13 04:00:00+00,Ward 5,81,1477,8630,2021/01/20 16:15:05+00,411
2020/06/14 04:00:00+00,Ward 5,81,1481,8743,2021/01/20 16:15:05+00,412
2020/06/15 04:00:00+00,Ward 5,82,1486,8894,2021/01/20 16:15:05+00,413
2020/06/16 04:00:00+00,Ward 5,85,1489,9143,2021/01/20 16:15:05+00,414
2020/06/17 04:00:00+00,Ward 5,85,1498,9382,2021/01/20 16:15:05+00,415
2020/06/18 04:00:00+00,Ward 5,85,1502,9520,2021/01/20 16:15:05+00,416
2020/06/19 04:00:00+00,Ward 5,85,1507,9932,2021/01/20 16:15:05+00,417
2020/06/20 04:00:00+00,Ward 5,85,1513,10132,2021/01/20 16:15:05+00,418
2020/06/21 04:00:00+00,Ward 5,85,1517,10368,2021/01/20 16:15:05+00,419
2020/06/22 04:00:00+00,Ward 5,85,1521,10506,2021/01/20 16:15:05+00,420
2020/06/23 04:00:00+00,Ward 5,86,1527,10644,2021/01/20 16:15:05+00,421
2020/06/24 04:00:00+00,Ward 5,86,1529,11037,2021/01/20 16:15:05+00,422
2020/06/25 04:00:00+00,Ward 5,86,1532,11170,2021/01/20 16:15:05+00,423
2020/06/26 04:00:00+00,Ward 5,87,1540,11310,2021/01/20 16:15:05+00,424
2020/06/27 04:00:00+00,Ward 5,88,1546,11824,2021/01/20 16:15:05+00,425
2020/06/28 04:00:00+00,Ward 5,88,1547,12082,2021/01/20 16:15:05+00,426
2020/06/29 04:00:00+00,Ward 5,88,1552,12261,2021/01/20 16:15:05+00,427
2020/06/30 04:00:00+00,Ward 5,88,1554,12591,2021/01/20 16:15:05+00,428
2020/07/01 04:00:00+00,Ward 5,88,1555,12690,2021/01/20 16:15:05+00,429
2020/07/02 04:00:00+00,Ward 5,88,1561,12868,2021/01/20 16:15:05+00,430
2020/07/03 04:00:00+00,Ward 5,88,1564,13034,2021/01/20 16:15:05+00,431
2020/07/04 04:00:00+00,Ward 5,88,1566,13211,2021/01/20 16:15:05+00,432
2020/07/05 04:00:00+00,Ward 5,89,1569,13365,2021/01/20 16:15:05+00,433
2020/07/06 04:00:00+00,Ward 5,89,1580,13594,2021/01/20 16:15:05+00,434
2020/07/07 04:00:00+00,Ward 5,89,1584,14075,2021/01/20 16:15:05+00,435
2020/07/08 04:00:00+00,Ward 5,91,1590,,2021/01/20 16:15:05+00,436
2020/07/09 04:00:00+00,Ward 5,91,1595,14844,2021/01/20 16:15:05+00,437
2020/07/10 04:00:00+00,Ward 5,91,1601,15229,2021/01/20 16:15:05+00,438
2020/07/11 04:00:00+00,Ward 5,91,1608,15473,2021/01/20 16:15:05+00,439
2020/07/12 04:00:00+00,Ward 5,91,1617,15980,2021/01/20 16:15:05+00,440
2020/07/13 04:00:00+00,Ward 5,91,1624,16390,2021/01/20 16:15:05+00,441
2020/07/14 04:00:00+00,Ward 5,92,1637,16800,2021/01/20 16:15:05+00,442
2020/07/15 04:00:00+00,Ward 5,92,1646,17052,2021/01/20 16:15:05+00,443
2020/07/16 04:00:00+00,Ward 5,92,1654,17449,2021/01/20 16:15:05+00,444
2020/07/17 04:00:00+00,Ward 5,92,1667,17885,2021/01/20 16:15:05+00,445
2020/07/18 04:00:00+00,Ward 5,92,1676,18306,2021/01/20 16:15:05+00,446
2020/07/19 04:00:00+00,Ward 5,92,1693,19071,2021/01/20 16:15:05+00,447
2020/07/20 04:00:00+00,Ward 5,92,1708,19509,2021/01/20 16:15:05+00,448
2020/07/21 04:00:00+00,Ward 5,92,1723,19961,2021/01/20 16:15:05+00,449
2020/07/22 04:00:00+00,Ward 5,92,1732,20196,2021/01/20 16:15:05+00,450
2020/07/23 04:00:00+00,Ward 5,92,1744,20600,2021/01/20 16:15:05+00,451
2020/07/24 04:00:00+00,Ward 5,92,1754,21348,2021/01/20 16:15:05+00,452
2020/07/25 04:00:00+00,Ward 5,92,1759,21794,2021/01/20 16:15:05+00,453
2020/07/26 04:00:00+00,Ward 5,92,1769,22105,2021/01/20 16:15:05+00,454
2020/07/27 04:00:00+00,Ward 5,92,1778,22773,2021/01/20 16:15:05+00,455
2020/07/28 04:00:00+00,Ward 5,92,1790,23056,2021/01/20 16:15:05+00,456
2020/07/29 04:00:00+00,Ward 5,92,1798,23405,2021/01/20 16:15:05+00,457
2020/07/30 04:00:00+00,Ward 5,92,1808,24345,2021/01/20 16:15:05+00,458
2020/07/31 04:00:00+00,Ward 5,92,1821,25288,2021/01/20 16:15:05+00,459
2020/08/01 04:00:00+00,Ward 5,92,1834,25940,2021/01/20 16:15:05+00,460
2020/08/02 04:00:00+00,Ward 5,92,1838,26163,2021/01/20 16:15:05+00,461
2020/08/03 04:00:00+00,Ward 5,92,1851,26309,2021/01/20 16:15:05+00,462
2020/08/04 04:00:00+00,Ward 5,92,1857,26668,2021/01/20 16:15:05+00,463
2020/08/05 04:00:00+00,Ward 5,92,1869,27000,2021/01/20 16:15:05+00,464
2020/08/06 04:00:00+00,Ward 5,93,1881,27331,2021/01/20 16:15:05+00,465
2020/08/07 04:00:00+00,Ward 5,93,1892,27836,2021/01/20 16:15:05+00,466
2020/08/08 04:00:00+00,Ward 5,93,1915,28640,2021/01/20 16:15:05+00,467
2020/08/09 04:00:00+00,Ward 5,93,1929,29123,2021/01/20 16:15:05+00,468
2020/08/10 04:00:00+00,Ward 5,94,1946,29987,2021/01/20 16:15:05+00,469
2020/08/11 04:00:00+00,Ward 5,94,1959,30330,2021/01/20 16:15:05+00,470
2020/08/12 04:00:00+00,Ward 5,94,1975,30624,2021/01/20 16:15:05+00,471
2020/08/13 04:00:00+00,Ward 5,94,1990,31393,2021/01/20 16:15:05+00,472
2020/08/14 04:00:00+00,Ward 5,94,1992,31734,2021/01/20 16:15:05+00,473
2020/08/15 04:00:00+00,Ward 5,94,2005,32196,2021/01/20 16:15:05+00,474
2020/08/16 04:00:00+00,Ward 5,94,2022,32655,2021/01/20 16:15:05+00,475
2020/08/17 04:00:00+00,Ward 5,95,2030,33259,2021/01/20 16:15:05+00,476
2020/08/18 04:00:00+00,Ward 5,96,2033,33501,2021/01/20 16:15:05+00,477
2020/08/19 04:00:00+00,Ward 5,96,2037,33976,2021/01/20 16:15:05+00,478
2020/08/20 04:00:00+00,Ward 5,96,2047,34519,2021/01/20 16:15:05+00,479
2020/08/21 04:00:00+00,Ward 5,96,2056,34958,2021/01/20 16:15:05+00,480
2020/08/22 04:00:00+00,Ward 5,96,2069,35374,2021/01/20 16:15:05+00,481
2020/08/23 04:00:00+00,Ward 5,96,2072,35781,2021/01/20 16:15:05+00,482
2020/08/24 04:00:00+00,Ward 5,96,2077,36089,2021/01/20 16:15:05+00,483
2020/08/25 04:00:00+00,Ward 5,96,2080,36490,2021/01/20 16:15:05+00,484
2020/08/26 04:00:00+00,Ward 5,96,2093,36961,2021/01/20 16:15:05+00,485
2020/08/27 04:00:00+00,Ward 5,96,2104,37542,2021/01/20 16:15:05+00,486
2020/08/28 04:00:00+00,Ward 5,96,2121,37901,2021/01/20 16:15:05+00,487
2020/08/29 04:00:00+00,Ward 5,96,2127,38153,2021/01/20 16:15:05+00,488
2020/08/30 04:00:00+00,Ward 5,96,2134,38435,2021/01/20 16:15:05+00,489
2020/08/31 04:00:00+00,Ward 5,96,2138,38672,2021/01/20 16:15:05+00,490
2020/09/01 04:00:00+00,Ward 5,96,2140,38882,2021/01/20 16:15:05+00,491
2020/09/02 04:00:00+00,Ward 5,96,2145,39342,2021/01/20 16:15:05+00,492
2020/09/03 04:00:00+00,Ward 5,96,2158,40303,2021/01/20 16:15:05+00,493
2020/09/04 04:00:00+00,Ward 5,96,2166,40686,2021/01/20 16:15:05+00,494
2020/09/05 04:00:00+00,Ward 5,96,2174,41106,2021/01/20 16:15:05+00,495
2020/09/06 04:00:00+00,Ward 5,96,2182,41247,2021/01/20 16:15:05+00,496
2020/09/07 04:00:00+00,Ward 5,96,2187,41599,2021/01/20 16:15:05+00,497
2020/09/08 04:00:00+00,Ward 5,98,2191,41744,2021/01/20 16:15:05+00,498
2020/09/09 04:00:00+00,Ward 5,98,2197,41869,2021/01/20 16:15:05+00,499
2020/09/10 04:00:00+00,Ward 5,98,2216,42312,2021/01/20 16:15:05+00,500
2020/09/11 04:00:00+00,Ward 5,98,2225,42746,2021/01/20 16:15:05+00,501
2020/09/12 04:00:00+00,Ward 5,98,2235,43166,2021/01/20 16:15:05+00,502
2020/09/13 04:00:00+00,Ward 5,98,2245,43276,2021/01/20 16:15:05+00,503
2020/09/14 04:00:00+00,Ward 5,98,2256,43767,2021/01/20 16:15:05+00,504
2020/09/15 04:00:00+00,Ward 5,98,2266,43901,2021/01/20 16:15:05+00,505
2020/09/16 04:00:00+00,Ward 5,98,2273,44239,2021/01/20 16:15:05+00,506
2020/09/17 04:00:00+00,Ward 5,98,2291,44840,2021/01/20 16:15:05+00,507
2020/09/18 04:00:00+00,Ward 5,98,2301,45247,2021/01/20 16:15:05+00,508
2020/09/19 04:00:00+00,Ward 5,98,2309,45756,2021/01/20 16:15:05+00,509
2020/09/20 04:00:00+00,Ward 5,98,2316,45958,2021/01/20 16:15:05+00,510
2020/09/21 04:00:00+00,Ward 5,98,2323,46452,2021/01/20 16:15:05+00,511
2020/09/22 04:00:00+00,Ward 5,98,2332,46618,2021/01/20 16:15:05+00,512
2020/09/23 04:00:00+00,Ward 5,98,2344,47029,2021/01/20 16:15:05+00,513
2020/09/24 04:00:00+00,Ward 5,100,2357,47626,2021/01/20 16:15:05+00,514
2020/09/25 04:00:00+00,Ward 5,100,2368,48053,2021/01/20 16:15:05+00,515
2020/07/06 04:00:00+00,Ward 7,83,1511,11011,2021/01/20 16:15:05+00,516
2020/07/07 04:00:00+00,Ward 7,85,1525,11266,2021/01/20 16:15:05+00,517
2020/07/08 04:00:00+00,Ward 7,85,1531,,2021/01/20 16:15:05+00,518
2020/07/09 04:00:00+00,Ward 7,85,1538,11711,2021/01/20 16:15:05+00,519
2020/07/10 04:00:00+00,Ward 7,85,1547,11925,2021/01/20 16:15:05+00,520
2020/07/11 04:00:00+00,Ward 7,85,1551,12161,2021/01/20 16:15:05+00,521
2020/07/12 04:00:00+00,Ward 7,85,1563,12279,2021/01/20 16:15:05+00,522
2020/07/13 04:00:00+00,Ward 7,85,1572,12494,2021/01/20 16:15:05+00,523
2020/07/14 04:00:00+00,Ward 7,85,1584,12831,2021/01/20 16:15:05+00,524
2020/07/15 04:00:00+00,Ward 7,85,1592,13014,2021/01/20 16:15:05+00,525
2020/07/16 04:00:00+00,Ward 7,85,1596,13305,2021/01/20 16:15:05+00,526
2020/07/17 04:00:00+00,Ward 7,85,1613,13624,2021/01/20 16:15:05+00,527
2020/07/18 04:00:00+00,Ward 7,85,1623,19197,2021/01/20 16:15:05+00,528
2020/07/19 04:00:00+00,Ward 7,85,1629,14120,2021/01/20 16:15:05+00,529
2020/07/20 04:00:00+00,Ward 7,85,1646,14406,2021/01/20 16:15:05+00,530
2020/07/21 04:00:00+00,Ward 7,85,1665,14746,2021/01/20 16:15:05+00,531
2020/07/22 04:00:00+00,Ward 7,85,1669,14899,2021/01/20 16:15:05+00,532
2020/07/23 04:00:00+00,Ward 7,85,1682,15284,2021/01/20 16:15:05+00,533
2020/07/24 04:00:00+00,Ward 7,85,1692,15560,2021/01/20 16:15:05+00,534
2020/07/25 04:00:00+00,Ward 7,85,1699,15715,2021/01/20 16:15:05+00,535
2020/07/26 04:00:00+00,Ward 7,86,1706,15855,2021/01/20 16:15:05+00,536
2020/07/27 04:00:00+00,Ward 7,86,1728,16243,2021/01/20 16:15:05+00,537
2020/07/28 04:00:00+00,Ward 7,86,1738,16423,2021/01/20 16:15:05+00,538
2020/07/29 04:00:00+00,Ward 7,86,1752,16629,2021/01/20 16:15:05+00,539
2020/07/30 04:00:00+00,Ward 7,86,1770,16936,2021/01/20 16:15:05+00,540
2020/07/31 04:00:00+00,Ward 7,86,1782,17162,2021/01/20 16:15:05+00,541
2020/08/01 04:00:00+00,Ward 7,86,1794,17392,2021/01/20 16:15:05+00,542
2020/08/02 04:00:00+00,Ward 7,86,1807,17578,2021/01/20 16:15:05+00,543
2020/08/03 04:00:00+00,Ward 7,86,1814,17718,2021/01/20 16:15:05+00,544
2020/08/04 04:00:00+00,Ward 7,86,1820,17915,2021/01/20 16:15:05+00,545
2020/08/05 04:00:00+00,Ward 7,86,1829,18237,2021/01/20 16:15:05+00,546
2020/08/06 04:00:00+00,Ward 7,87,1851,18416,2021/01/20 16:15:05+00,547
2020/08/07 04:00:00+00,Ward 7,87,1857,18614,2021/01/20 16:15:05+00,548
2020/08/08 04:00:00+00,Ward 7,87,1869,18950,2021/01/20 16:15:05+00,549
2020/08/09 04:00:00+00,Ward 7,87,1875,19124,2021/01/20 16:15:05+00,550
2020/08/10 04:00:00+00,Ward 7,84,1891,19385,2021/01/20 16:15:05+00,551
2020/08/11 04:00:00+00,Ward 7,84,1901,19706,2021/01/20 16:15:05+00,552
2020/08/12 04:00:00+00,Ward 7,85,1914,19879,2021/01/20 16:15:05+00,553
2020/08/13 04:00:00+00,Ward 7,85,1933,20219,2021/01/20 16:15:05+00,554
2020/08/14 04:00:00+00,Ward 7,88,1946,20468,2021/01/20 16:15:05+00,555
2020/08/15 04:00:00+00,Ward 7,88,1957,20717,2021/01/20 16:15:05+00,556
2020/08/16 04:00:00+00,Ward 7,88,1965,20951,2021/01/20 16:15:05+00,557
2020/08/17 04:00:00+00,Ward 7,89,1973,21287,2021/01/20 16:15:05+00,558
2020/08/18 04:00:00+00,Ward 7,89,1981,21401,2021/01/20 16:15:05+00,559
2020/08/19 04:00:00+00,Ward 7,90,1989,21568,2021/01/20 16:15:05+00,560
2020/08/20 04:00:00+00,Ward 7,90,2002,22025,2021/01/20 16:15:05+00,561
2020/08/21 04:00:00+00,Ward 7,90,2012,22264,2021/01/20 16:15:05+00,562
2020/08/22 04:00:00+00,Ward 7,90,2024,22527,2021/01/20 16:15:05+00,563
2020/08/23 04:00:00+00,Ward 7,90,2032,22805,2021/01/20 16:15:05+00,564
2020/08/24 04:00:00+00,Ward 7,90,2039,22973,2021/01/20 16:15:05+00,565
2020/08/25 04:00:00+00,Ward 7,91,2042,23125,2021/01/20 16:15:05+00,566
2020/08/26 04:00:00+00,Ward 7,91,2044,23292,2021/01/20 16:15:05+00,567
2020/08/27 04:00:00+00,Ward 7,91,2054,23624,2021/01/20 16:15:05+00,568
2020/08/28 04:00:00+00,Ward 7,91,2067,24033,2021/01/20 16:15:05+00,569
2020/08/29 04:00:00+00,Ward 7,92,2074,24209,2021/01/20 16:15:05+00,570
2020/08/30 04:00:00+00,Ward 7,93,2084,24426,2021/01/20 16:15:05+00,571
2020/08/31 04:00:00+00,Ward 7,93,2088,24672,2021/01/20 16:15:05+00,572
2020/09/01 04:00:00+00,Ward 7,93,2091,24781,2021/01/20 16:15:05+00,573
2020/09/02 04:00:00+00,Ward 7,93,2103,24889,2021/01/20 16:15:05+00,574
2020/09/03 04:00:00+00,Ward 7,94,2106,25132,2021/01/20 16:15:05+00,575
2020/09/04 04:00:00+00,Ward 7,94,2113,25445,2021/01/20 16:15:05+00,576
2020/09/05 04:00:00+00,Ward 7,94,2121,25739,2021/01/20 16:15:05+00,577
2020/09/06 04:00:00+00,Ward 7,94,2123,25826,2021/01/20 16:15:05+00,578
2020/09/07 04:00:00+00,Ward 7,94,2128,26050,2021/01/20 16:15:05+00,579
2020/09/08 04:00:00+00,Ward 7,95,2131,26143,2021/01/20 16:15:05+00,580
2020/09/09 04:00:00+00,Ward 7,95,2133,26223,2021/01/20 16:15:05+00,581
2020/09/10 04:00:00+00,Ward 7,95,2141,26476,2021/01/20 16:15:05+00,582
2020/09/11 04:00:00+00,Ward 7,95,2139,26684,2021/01/20 16:15:05+00,583
2020/09/12 04:00:00+00,Ward 7,95,2152,26862,2021/01/20 16:15:05+00,584
2020/09/13 04:00:00+00,Ward 7,95,2154,27048,2021/01/20 16:15:05+00,585
2020/09/14 04:00:00+00,Ward 7,95,2164,27524,2021/01/20 16:15:05+00,586
2020/09/15 04:00:00+00,Ward 7,95,2167,27620,2021/01/20 16:15:05+00,587
2020/09/16 04:00:00+00,Ward 7,96,2173,27829,2021/01/20 16:15:05+00,588
2020/09/17 04:00:00+00,Ward 7,96,2183,28157,2021/01/20 16:15:05+00,589
2020/09/18 04:00:00+00,Ward 7,96,2181,28337,2021/01/20 16:15:05+00,590
2020/09/19 04:00:00+00,Ward 7,96,2191,28530,2021/01/20 16:15:05+00,591
2020/09/20 04:00:00+00,Ward 7,96,2197,28649,2021/01/20 16:15:05+00,592
2020/09/21 04:00:00+00,Ward 7,96,2203,28933,2021/01/20 16:15:05+00,593
2020/09/22 04:00:00+00,Ward 7,96,2204,29041,2021/01/20 16:15:05+00,594
2020/09/23 04:00:00+00,Ward 7,96,2208,29228,2021/01/20 16:15:05+00,595
2020/09/24 04:00:00+00,Ward 7,96,2212,29533,2021/01/20 16:15:05+00,596
2020/09/25 04:00:00+00,Ward 7,96,2215,29824,2021/01/20 16:15:05+00,597
2020/09/26 04:00:00+00,Ward 7,96,2218,30055,2021/01/20 16:15:05+00,598
2020/09/27 04:00:00+00,Ward 7,96,2222,30160,2021/01/20 16:15:05+00,599
2020/09/28 04:00:00+00,Ward 7,97,2228,30368,2021/01/20 16:15:05+00,600
2020/09/29 04:00:00+00,Ward 7,97,2232,30465,2021/01/20 16:15:05+00,601
2020/09/30 04:00:00+00,Ward 7,97,2233,30702,2021/01/20 16:15:05+00,602
2020/10/01 04:00:00+00,Ward 7,98,2242,30940,2021/01/20 16:15:05+00,603
2020/10/02 04:00:00+00,Ward 7,98,2246,31094,2021/01/20 16:15:05+00,604
2020/10/03 04:00:00+00,Ward 7,98,2243,31230,2021/01/20 16:15:05+00,605
2020/10/04 04:00:00+00,Ward 7,98,2248,31333,2021/01/20 16:15:05+00,606
2020/10/05 04:00:00+00,Ward 7,98,2260,31775,2021/01/20 16:15:05+00,607
2020/10/06 04:00:00+00,Ward 7,98,2267,31898,2021/01/20 16:15:05+00,608
2020/10/07 04:00:00+00,Ward 7,98,2272,32136,2021/01/20 16:15:05+00,609
2020/10/08 04:00:00+00,Ward 7,98,2280,32609,2021/01/20 16:15:05+00,610
2020/10/09 04:00:00+00,Ward 7,99,2293,32933,2021/01/20 16:15:05+00,611
2020/10/10 04:00:00+00,Ward 7,99,2299,33756,2021/01/20 16:15:05+00,612
2020/10/11 04:00:00+00,Ward 7,99,2298,34000,2021/01/20 16:15:05+00,613
2020/10/12 04:00:00+00,Ward 7,99,2303,34238,2021/01/20 16:15:05+00,614
2020/10/13 04:00:00+00,Ward 7,99,2317,34629,2021/01/20 16:15:05+00,615
2020/10/14 04:00:00+00,Ward 7,99,2318,34777,2021/01/20 16:15:05+00,616
