Date,Ward_1_Case_Pct_Pop,Ward_2_Case_Pct_Pop,Ward_3_Case_Pct_Pop,Ward_4_Case_Pct_Pop,Ward_5_Case_Pct_Pop,Ward_6_Case_Pct_Pop,Ward_7_Case_Pct_Pop,Ward_8_Case_Pct_Pop,Max_Temp,Avg_Temp,Min_Temp
2020-04-02,-0.001032354717751982,-0.011140892308516115,0.002392983397763837,0.0007905096208689066,0.006646360137503304,0.00691591004891845,0.010373014355727905,2.220446049250313e-16,0.3871854223764164,0.5365016007686693,0.19717641700636235
2020-04-03,0.007226483024262098,0.011140892308516115,-0.004785966795527452,0.01185764431303804,0.007477155154691495,0.005927922899072957,0.0037720052202643295,0.010143361894277003,-0.19359271118820826,-0.24448174212243173,0.26290188934181635
2020-04-04,-0.009291192459765618,-0.020690228572958436,0.004785966795527452,-0.013438663554776298,-0.016615900343758705,-0.021735717296600843,-0.007544010440529103,0.006454866659994618,-0.7743708447528328,-0.35314029417684545,-0.19717641700636224
2020-04-05,0.005161773588758578,0.023873340661105802,0.004785966795527674,0.010276625071299339,0.004984770103127367,0.02865162734551907,0.007544010440529325,-0.016598228554271177,1.0970253633998464,0.3463491346734449,-0.3286273616772706
2020-04-06,0.004129418871007484,-0.007957780220368527,2.220446049250313e-16,-0.004743057725214772,0.0033231800687520963,-0.015807794397527664,-0.004715006525330967,0.011987609511417752,-0.3871854223764163,0.16977898758502163,0.7229801956899952
2020-04-07,0.009291192459764952,0.011140892308516337,0.007178950193291067,0.01660070203825237,0.01246192525781864,0.01778376869721865,0.015088020881058428,0.01844247617141348,-0.19359271118820817,-0.43463420821765586,-0.5915292510190869
2020-04-08,-0.013420611330772436,-0.022281784617032452,2.220446049250313e-16,-0.013438663554775632,-0.008307950171878797,-0.026675653045828085,0.0009430013050661934,-0.027663714257119665,0.4517163261058191,0.43463420821765586,0.1971764170063623
2020-04-09,-0.001032354717751538,0.007957780220368749,0.014357900386583022,0.0015810192417380353,-0.005815565120316002,0.007903897198763943,-0.013202018270926041,0.003688495234282385,-0.7743708447528327,-0.8081479809047043,-0.5915292510190869
2020-04-10,0.008258837742013858,-0.0031831120881475883,-0.009571933591055792,-0.0015810192417382574,0.007477155154691717,-0.0029639614495364786,0.008487011745595519,-0.003688495234282385,-0.9679635559410409,-0.3803049321904499,0.06572547233545417
2020-04-11,-0.00309706415325528,0.00477466813222116,-0.016750883784346193,-0.004743057725214994,-0.001661590034375937,0.003951948599381971,-0.009430013050661934,0.005532742851423578,1.9359271118820818,1.1409147965713484,0.13145094467090812
2020-04-12,-0.011355901895269138,0.01750711648481107,-0.002392983397763837,-0.004743057725215216,-0.0099695402062554,-0.007903897198764165,-0.009430013050661046,-0.005532742851423356,-0.06453090372940284,0.1561966685782205,0.7229801956899952
2020-04-13,0.002064709435503742,-0.028648008793327184,0.0,0.0039525481043460875,-0.001661590034375937,-0.004939935749227242,-0.0037720052202652177,-0.0009221238085710404,-0.06453090372940273,0.0067911595034005345,0.19717641700636235
2020-04-14,0.006194128306510338,-0.001591556044073572,0.02153685057987409,0.01660070203825237,0.00913874518906721,0.005927922899072957,0.02074602871145581,0.01198760951141864,-1.871396208152679,-1.3989788577005817,-1.5774113360508983
2020-04-15,0.008258837742013636,0.014324004396663481,-0.009571933591055126,-0.005533567346083901,0.014123515292195243,0.00691591004891845,0.012259016965859848,0.0110654857028476,0.9679635559410407,0.4074695702040533,0.6572547233545409
2020-04-16,-0.00309706415325528,0.0063662241762947325,-0.002392983397763837,0.004743057725214994,-0.01329272027500683,0.008891884348609436,-0.016974023491190593,-0.010143361894276781,0.45171632610581924,0.7470275453740965,0.5258037786836329
2020-04-17,0.009291192459765618,-0.009549336264442099,0.05264563475080375,0.0015810192417384794,0.004153975085939621,-0.007903897198764165,-0.0009430013050661934,-2.220446049250313e-16,0.19359271118820798,-0.04753811652380591,-0.4600783063481788
2020-04-18,-0.006194128306510338,-0.007957780220368749,-0.055038618148567586,-0.014229173175645649,-0.007477155154691717,-0.013831820097836456,0.016974023491190593,-0.007376990468565214,-0.451716326105819,-0.14940550907481953,0.657254723354541
2020-04-19,-0.007226483024261876,0.0063662241762949545,0.02153685057987431,0.003162038483477181,0.00581556512031578,0.008891884348608992,-0.022632031321587753,0.006454866659994618,0.9034326522116382,0.19015246609522485,-0.9201566126963574
2020-04-20,-0.003097064153255502,-0.0063662241762949545,-0.03589475096645711,-0.004743057725215216,0.0008307950171875245,-0.0029639614495364786,0.013202018270926263,0.04333981900282069,-0.8389017484822354,-0.020373478510202825,1.3802349190445362
2020-04-21,-0.007226483024261654,0.00477466813222116,0.0,0.00948611545043021,0.0033231800687523183,0.004939935749227908,-0.016974023491190593,-0.05163893327995672,0.3871854223764164,-0.17657014708842306,-1.314509446709082
2020-04-22,0.013420611330771992,0.01909867252888464,0.002392983397763615,-0.007114586587822824,0.001661590034375715,0.005927922899072513,0.005658007830396716,0.005532742851424022,-0.70983994102343,-0.4278430487142553,-0.1971764170063623
2020-04-23,0.0103235471775176,-0.028648008793326962,0.057431601546331645,0.01106713469216869,0.004153975085939621,-0.01580779439752744,-0.0018860026101321647,0.0018442476171414146,0.32265451864701356,0.6383689933196832,1.3802349190445362
2020-04-24,-0.003097064153255502,0.0063662241762949545,-0.04546668455751224,0.0063240769669532515,-0.00581556512031578,0.0019759742996905416,0.00660100913546291,-0.0009221238085705963,0.12906180745880547,-0.196943625598626,-0.6572547233545412
