Date,Ward_1_Cases,Ward_2_Cases,Ward_3_Cases,Ward_4_Cases,Ward_5_Cases,Ward_6_Cases,Ward_7_Cases,Ward_8_Cases,Max_Temp,Avg_Temp,Min_Temp,Ward_1_Cases_2M_Avg,Ward_1_Cases_1M_Avg,Ward_2_Cases_2M_Avg,Ward_2_Cases_1M_Avg,Ward_3_Cases_2M_Avg,Ward_3_Cases_1M_Avg,Ward_4_Cases_2M_Avg,Ward_4_Cases_1M_Avg,Ward_5_Cases_2M_Avg,Ward_5_Cases_1M_Avg,Ward_6_Cases_2M_Avg,Ward_6_Cases_1M_Avg,Ward_7_Cases_2M_Avg,Ward_7_Cases_1M_Avg,Ward_8_Cases_2M_Avg,Ward_8_Cases_1M_Avg,Ward_1_Cases_Shift_M,Ward_1_Cases_Shift_2W,Ward_2_Cases_Shift_M,Ward_2_Cases_Shift_2W,Ward_3_Cases_Shift_M,Ward_3_Cases_Shift_2W,Ward_4_Cases_Shift_M,Ward_4_Cases_Shift_2W,Ward_5_Cases_Shift_M,Ward_5_Cases_Shift_2W,Ward_6_Cases_Shift_M,Ward_6_Cases_Shift_2W,Ward_7_Cases_Shift_M,Ward_7_Cases_Shift_2W,Ward_8_Cases_Shift_M,Ward_8_Cases_Shift_2W
2020-09-11,10.0,9.0,7.0,11.0,9.0,4.0,0.0,9.0,81.0,76.8,73.0,5.816666666666666,5.0,4.7,4.6,3.0166666666666666,2.933333333333333,9.133333333333333,7.433333333333334,10.016666666666667,8.333333333333334,7.216666666666667,5.833333333333333,9.483333333333333,7.566666666666666,9.333333333333334,8.366666666666667,3.0,6.0,2.0,7.0,6.0,3.0,5.0,10.0,16.0,17.0,12.0,6.0,13.0,13.0,5.0,9.0
2020-09-12,1.0,4.0,2.0,6.0,10.0,6.0,11.0,0.0,75.0,71.3,67.0,5.683333333333334,4.8,4.55,4.733333333333333,2.9833333333333334,2.7666666666666666,9.1,7.0,9.966666666666667,8.166666666666666,7.116666666666666,5.733333333333333,9.466666666666667,7.3,9.2,7.766666666666667,7.0,0.0,0.0,1.0,7.0,4.0,19.0,1.0,15.0,6.0,9.0,6.0,19.0,7.0,18.0,9.0
2020-09-13,2.0,5.0,1.0,7.0,10.0,3.0,2.0,0.0,80.0,72.0,62.0,5.6,4.733333333333333,4.516666666666667,4.833333333333333,2.9833333333333334,2.7666666666666666,9.116666666666667,6.966666666666667,9.983333333333333,8.433333333333334,7.05,5.633333333333334,9.366666666666667,6.933333333333334,9.1,7.633333333333334,4.0,0.0,2.0,2.0,1.0,1.0,8.0,4.0,2.0,7.0,6.0,5.0,13.0,10.0,4.0,3.0
2020-09-14,6.0,4.0,5.0,7.0,11.0,15.0,10.0,6.0,79.0,73.7,66.0,5.6,4.733333333333333,4.45,4.833333333333333,3.033333333333333,2.8666666666666667,9.166666666666666,6.933333333333334,10.033333333333333,8.366666666666667,7.233333333333333,5.966666666666667,9.466666666666667,6.9,9.15,7.5,6.0,5.0,4.0,8.0,2.0,2.0,8.0,13.0,13.0,4.0,5.0,9.0,11.0,4.0,10.0,9.0
2020-09-15,3.0,9.0,6.0,9.0,10.0,7.0,3.0,8.0,70.0,60.4,0.0,5.533333333333333,4.766666666666667,4.5,4.933333333333334,3.066666666666667,3.066666666666667,9.25,7.0,9.983333333333333,8.133333333333333,7.066666666666666,6.066666666666666,9.233333333333333,6.733333333333333,9.1,7.466666666666667,2.0,2.0,6.0,2.0,0.0,2.0,7.0,1.0,17.0,2.0,4.0,6.0,8.0,3.0,9.0,11.0
2020-09-16,11.0,7.0,4.0,2.0,7.0,2.0,6.0,7.0,73.0,64.9,56.0,5.6,5.033333333333333,4.466666666666667,5.033333333333333,3.0166666666666666,3.1,9.166666666666666,6.766666666666667,9.95,8.1,6.85,5.9,9.166666666666666,6.666666666666667,9.166666666666666,7.366666666666666,3.0,2.0,4.0,8.0,3.0,2.0,9.0,11.0,8.0,5.0,7.0,9.0,8.0,12.0,10.0,7.0
2020-09-17,9.0,4.0,7.0,8.0,18.0,3.0,10.0,2.0,73.0,69.4,66.0,5.583333333333333,5.166666666666667,4.4,5.133333333333334,3.1,3.3333333333333335,9.133333333333333,6.833333333333333,9.966666666666667,8.6,6.7,6.0,9.233333333333333,6.733333333333333,9.066666666666666,7.266666666666667,5.0,4.0,1.0,9.0,0.0,6.0,6.0,6.0,3.0,13.0,0.0,3.0,8.0,3.0,5.0,9.0
2020-09-18,6.0,10.0,2.0,12.0,10.0,5.0,0.0,3.0,75.0,68.7,62.0,5.616666666666666,5.066666666666666,4.566666666666666,5.266666666666667,3.033333333333333,3.2,9.033333333333333,6.966666666666667,9.883333333333333,8.8,6.7,5.9,8.95,6.466666666666667,8.916666666666666,7.166666666666667,9.0,6.0,6.0,5.0,6.0,2.0,8.0,6.0,4.0,8.0,8.0,7.0,8.0,7.0,6.0,9.0
2020-09-19,2.0,4.0,12.0,7.0,8.0,6.0,8.0,6.0,66.0,58.3,50.0,5.516666666666667,4.933333333333334,4.633333333333334,5.3,3.183333333333333,3.5,8.9,6.833333333333333,9.766666666666667,8.733333333333333,6.683333333333334,6.033333333333333,8.766666666666667,6.3,8.6,7.0,6.0,4.0,3.0,0.0,3.0,3.0,11.0,10.0,10.0,8.0,2.0,4.0,13.0,8.0,11.0,4.0
2020-09-20,5.0,0.0,0.0,2.0,7.0,2.0,6.0,2.0,69.0,58.1,47.0,5.433333333333334,4.933333333333334,4.566666666666666,5.166666666666667,3.183333333333333,3.4,8.866666666666667,6.533333333333333,9.733333333333333,8.666666666666666,6.666666666666667,5.833333333333333,8.8,6.166666666666667,8.6,6.666666666666667,5.0,3.0,4.0,2.0,3.0,0.0,11.0,3.0,9.0,8.0,8.0,8.0,10.0,2.0,12.0,11.0
2020-09-21,5.0,2.0,4.0,6.0,7.0,8.0,6.0,4.0,67.0,58.2,50.0,5.333333333333333,4.933333333333334,4.433333333333334,4.933333333333334,3.25,3.5,8.816666666666666,6.633333333333334,9.65,8.466666666666667,6.683333333333334,6.066666666666666,8.683333333333334,5.966666666666667,8.433333333333334,6.433333333333334,5.0,5.0,9.0,18.0,1.0,0.0,3.0,3.0,13.0,5.0,1.0,3.0,12.0,5.0,11.0,8.0
2020-09-22,0.0,3.0,2.0,7.0,9.0,1.0,1.0,3.0,72.0,60.3,48.0,5.216666666666667,4.833333333333333,4.416666666666667,4.866666666666666,3.25,3.5,8.716666666666667,6.4,9.633333333333333,8.666666666666666,6.583333333333333,5.733333333333333,8.533333333333333,5.733333333333333,8.266666666666667,6.433333333333334,3.0,5.0,5.0,1.0,2.0,1.0,14.0,1.0,3.0,4.0,11.0,3.0,8.0,3.0,3.0,4.0
2020-09-23,6.0,5.0,4.0,10.0,12.0,5.0,4.0,5.0,80.0,68.3,56.0,5.15,4.966666666666667,4.35,4.9,3.25,3.533333333333333,8.716666666666667,6.433333333333334,9.75,8.9,6.6,5.6,8.483333333333333,5.633333333333334,8.183333333333334,6.433333333333334,2.0,4.0,4.0,1.0,3.0,5.0,9.0,1.0,5.0,6.0,9.0,2.0,7.0,2.0,5.0,3.0
2020-09-24,3.0,10.0,3.0,7.0,13.0,10.0,4.0,5.0,72.0,66.5,61.0,5.083333333333333,4.833333333333333,4.433333333333334,5.166666666666667,3.2333333333333334,3.6,8.466666666666667,6.5,9.8,9.233333333333333,6.633333333333334,5.6,8.433333333333334,5.666666666666667,8.016666666666667,6.4,7.0,11.0,2.0,4.0,1.0,5.0,5.0,12.0,3.0,19.0,10.0,8.0,3.0,8.0,6.0,14.0
2020-09-25,13.0,4.0,2.0,9.0,11.0,6.0,3.0,5.0,68.0,64.7,62.0,5.116666666666666,4.633333333333334,4.35,4.966666666666667,3.1666666666666665,3.433333333333333,8.45,6.6,9.833333333333334,9.166666666666666,6.566666666666666,5.7,8.116666666666667,5.7,7.95,6.233333333333333,19.0,10.0,10.0,9.0,7.0,7.0,6.0,11.0,13.0,9.0,3.0,4.0,2.0,0.0,10.0,9.0
2020-09-26,5.0,1.0,2.0,0.0,11.0,2.0,3.0,6.0,72.0,66.3,62.0,5.066666666666666,4.8,4.35,4.966666666666667,3.2,3.3,8.366666666666667,6.4,9.816666666666666,9.166666666666666,6.516666666666667,5.466666666666667,8.0,5.466666666666667,7.866666666666666,6.033333333333333,0.0,1.0,1.0,4.0,6.0,2.0,6.0,6.0,11.0,10.0,9.0,6.0,10.0,11.0,12.0,0.0
2020-09-27,1.0,1.0,1.0,0.0,2.0,3.0,4.0,1.0,77.0,70.4,68.0,5.033333333333333,4.633333333333334,4.3,4.766666666666667,3.2,3.2333333333333334,8.133333333333333,6.066666666666666,9.716666666666667,8.666666666666666,6.5,5.366666666666666,7.833333333333333,5.166666666666667,7.75,5.766666666666667,6.0,2.0,7.0,5.0,3.0,1.0,10.0,7.0,17.0,10.0,6.0,3.0,13.0,2.0,9.0,0.0
2020-09-28,4.0,3.0,2.0,4.0,6.0,5.0,6.0,6.0,80.0,72.0,67.0,5.033333333333333,4.766666666666667,4.35,4.833333333333333,3.2333333333333334,3.1666666666666665,8.0,6.166666666666667,9.65,8.666666666666666,6.366666666666666,5.333333333333333,7.633333333333334,5.133333333333334,7.633333333333334,5.666666666666667,0.0,6.0,1.0,4.0,4.0,5.0,1.0,7.0,6.0,11.0,6.0,15.0,7.0,10.0,9.0,6.0
2020-09-29,5.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,79.0,70.5,57.0,4.983333333333333,4.933333333333334,4.35,4.9,3.2666666666666666,3.2333333333333334,7.733333333333333,6.133333333333334,9.483333333333333,8.533333333333333,6.25,5.233333333333333,7.5,4.933333333333334,7.45,5.6,0.0,3.0,2.0,9.0,1.0,6.0,4.0,9.0,7.0,10.0,5.0,7.0,10.0,3.0,3.0,8.0
2020-09-30,3.0,3.0,3.0,2.0,10.0,6.0,1.0,4.0,71.0,61.7,56.0,4.933333333333334,4.866666666666666,4.35,4.733333333333333,3.25,3.2666666666666666,7.566666666666666,5.766666666666667,9.433333333333334,8.733333333333333,6.3,5.133333333333334,7.316666666666666,4.833333333333333,7.316666666666666,5.433333333333334,5.0,11.0,8.0,7.0,2.0,4.0,13.0,2.0,4.0,7.0,9.0,2.0,4.0,6.0,9.0,7.0
2020-10-01,0.0,6.0,4.0,10.0,23.0,8.0,9.0,4.0,76.0,64.8,57.0,4.916666666666667,4.8,4.4,4.866666666666666,3.283333333333333,3.3333333333333335,7.583333333333333,6.066666666666666,9.75,9.433333333333334,6.4,5.2,7.25,5.033333333333333,7.283333333333333,5.2,2.0,9.0,2.0,4.0,2.0,7.0,1.0,8.0,2.0,18.0,6.0,3.0,3.0,10.0,11.0,2.0
2020-10-02,6.0,2.0,3.0,6.0,18.0,3.0,4.0,7.0,68.0,60.5,56.0,4.883333333333334,4.933333333333334,4.383333333333334,4.666666666666667,3.25,3.3666666666666667,7.383333333333334,5.9,9.833333333333334,9.866666666666667,6.266666666666667,5.0,7.2,4.766666666666667,7.083333333333333,5.2,2.0,6.0,8.0,10.0,2.0,2.0,11.0,12.0,5.0,10.0,9.0,5.0,12.0,0.0,7.0,3.0
2020-10-03,0.0,11.0,3.0,11.0,18.0,3.0,0.0,2.0,68.0,58.4,49.0,4.866666666666666,4.8,4.516666666666667,4.733333333333333,3.283333333333333,3.2666666666666666,7.4,6.066666666666666,10.033333333333333,10.033333333333333,6.166666666666667,5.0,7.1,4.666666666666667,6.95,4.966666666666667,4.0,2.0,9.0,4.0,6.0,12.0,6.0,7.0,13.0,8.0,3.0,6.0,3.0,8.0,9.0,6.0
2020-10-04,7.0,0.0,0.0,0.0,12.0,3.0,2.0,1.0,69.0,59.4,48.0,4.9,4.833333333333333,4.433333333333334,4.566666666666666,3.2,3.2,7.116666666666666,5.866666666666666,10.033333333333333,10.166666666666666,6.1,4.866666666666666,6.983333333333333,4.5,6.716666666666667,4.7,6.0,5.0,5.0,0.0,2.0,0.0,6.0,2.0,8.0,7.0,7.0,2.0,7.0,6.0,9.0,2.0
2020-10-05,20.0,0.0,4.0,16.0,20.0,16.0,12.0,16.0,69.0,61.5,55.0,5.133333333333334,5.366666666666666,4.333333333333333,4.566666666666666,3.2333333333333334,3.2333333333333334,7.283333333333333,6.066666666666666,10.166666666666666,10.566666666666666,6.216666666666667,5.266666666666667,6.816666666666666,4.633333333333334,6.816666666666666,5.1,4.0,5.0,0.0,2.0,3.0,4.0,10.0,6.0,8.0,7.0,4.0,8.0,8.0,6.0,4.0,4.0
2020-10-06,8.0,0.0,0.0,9.0,12.0,5.0,7.0,2.0,72.0,60.9,49.0,5.216666666666667,5.533333333333333,4.25,4.5,3.2,3.2333333333333334,7.166666666666667,6.266666666666667,10.183333333333334,10.7,6.133333333333334,5.166666666666667,6.833333333333333,4.8,6.666666666666667,4.8,3.0,0.0,2.0,3.0,0.0,2.0,3.0,7.0,8.0,9.0,8.0,1.0,2.0,1.0,11.0,3.0
2020-10-07,0.0,9.0,6.0,5.0,20.0,11.0,5.0,8.0,80.0,68.3,56.0,5.0,5.366666666666666,4.383333333333334,4.2,3.2,3.433333333333333,7.05,6.333333333333333,10.133333333333333,11.2,6.033333333333333,5.433333333333334,6.716666666666667,4.8,6.583333333333333,4.8,5.0,6.0,18.0,5.0,0.0,4.0,3.0,10.0,5.0,12.0,3.0,5.0,5.0,4.0,8.0,5.0
2020-10-08,7.0,7.0,4.0,15.0,23.0,6.0,8.0,11.0,71.0,63.9,56.0,5.016666666666667,5.433333333333334,4.416666666666667,4.4,3.183333333333333,3.533333333333333,7.233333333333333,6.8,10.283333333333333,11.833333333333334,6.05,5.533333333333333,6.75,4.966666666666667,6.666666666666667,5.033333333333333,5.0,3.0,1.0,10.0,1.0,3.0,1.0,7.0,4.0,13.0,3.0,10.0,3.0,4.0,4.0,5.0
2020-10-09,12.0,7.0,4.0,13.0,7.0,7.0,13.0,5.0,70.0,60.7,50.0,5.133333333333334,5.7,4.466666666666667,4.6,3.1666666666666665,3.5,7.2,7.2,10.116666666666667,11.866666666666667,5.9,5.7,6.7,5.333333333333333,6.6,5.1,4.0,13.0,1.0,4.0,5.0,2.0,1.0,9.0,6.0,11.0,2.0,6.0,2.0,3.0,3.0,5.0
2020-10-10,15.0,2.0,0.0,13.0,10.0,5.0,6.0,12.0,73.0,65.8,60.0,5.3,5.833333333333333,4.45,4.533333333333333,3.1166666666666667,3.3333333333333335,7.233333333333333,7.233333333333333,10.066666666666666,11.566666666666666,5.85,5.6,6.633333333333334,5.266666666666667,6.633333333333334,5.033333333333333,11.0,5.0,4.0,1.0,5.0,2.0,12.0,0.0,19.0,11.0,8.0,2.0,8.0,3.0,14.0,6.0
2020-10-11,3.0,10.0,3.0,10.0,7.0,4.0,0.0,1.0,71.0,67.5,66.0,5.3,5.6,4.583333333333333,4.566666666666666,3.066666666666667,3.2,7.316666666666666,7.2,9.916666666666666,11.5,5.716666666666667,5.6,6.416666666666667,5.266666666666667,6.566666666666666,4.766666666666667,10.0,1.0,9.0,1.0,7.0,1.0,11.0,0.0,9.0,2.0,4.0,3.0,0.0,4.0,9.0,1.0
2020-10-12,3.0,0.0,0.0,12.0,7.0,5.0,4.0,12.0,66.0,62.2,58.0,5.233333333333333,5.666666666666667,4.583333333333333,4.433333333333334,2.95,3.1333333333333333,7.2,7.4,9.783333333333333,11.4,5.65,5.566666666666666,6.166666666666667,5.033333333333333,6.466666666666667,5.166666666666667,1.0,4.0,4.0,3.0,2.0,2.0,6.0,4.0,10.0,6.0,6.0,5.0,11.0,6.0,0.0,6.0
2020-10-13,9.0,1.0,6.0,12.0,5.0,9.0,14.0,4.0,72.0,61.3,56.0,5.316666666666666,5.9,4.566666666666666,4.3,3.033333333333333,3.3,7.266666666666667,7.566666666666666,9.833333333333334,11.233333333333333,5.7,5.766666666666667,6.183333333333334,5.433333333333334,6.466666666666667,5.3,2.0,5.0,5.0,4.0,1.0,3.0,7.0,3.0,10.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0
2020-10-14,3.0,1.0,2.0,6.0,8.0,3.0,1.0,8.0,73.0,60.8,50.0,5.266666666666667,5.8,4.516666666666667,4.2,3.033333333333333,3.2,7.233333333333333,7.533333333333333,9.75,11.133333333333333,5.666666666666667,5.366666666666666,6.016666666666667,5.133333333333334,6.433333333333334,5.366666666666666,6.0,3.0,4.0,3.0,5.0,3.0,7.0,2.0,11.0,10.0,15.0,6.0,10.0,1.0,6.0,4.0
2020-10-15,16.0,3.0,9.0,6.0,22.0,7.0,16.0,2.0,76.0,65.9,56.0,5.5,6.233333333333333,4.466666666666667,4.0,3.183333333333333,3.3,7.216666666666667,7.433333333333334,9.833333333333334,11.533333333333333,5.716666666666667,5.366666666666666,6.15,5.566666666666666,6.316666666666666,5.166666666666667,3.0,0.0,9.0,6.0,6.0,4.0,9.0,10.0,10.0,23.0,7.0,8.0,3.0,9.0,8.0,4.0
2020-10-16,27.0,4.0,2.0,10.0,10.0,8.0,10.0,7.0,66.0,59.5,54.0,5.9,6.766666666666667,4.466666666666667,3.9,3.1666666666666665,3.2333333333333334,7.233333333333333,7.7,9.866666666666667,11.633333333333333,5.733333333333333,5.566666666666666,6.183333333333334,5.7,6.266666666666667,5.166666666666667,11.0,6.0,7.0,2.0,4.0,3.0,2.0,6.0,7.0,18.0,2.0,3.0,6.0,4.0,7.0,7.0
2020-10-17,0.0,5.0,0.0,11.0,9.0,8.0,1.0,1.0,63.0,54.1,46.0,5.816666666666666,6.466666666666667,4.533333333333333,3.933333333333333,3.1666666666666665,3.0,7.316666666666666,7.8,9.966666666666667,11.333333333333334,5.866666666666666,5.733333333333333,6.066666666666666,5.4,6.2,5.133333333333334,9.0,0.0,4.0,11.0,7.0,3.0,8.0,11.0,18.0,18.0,3.0,3.0,10.0,0.0,2.0,2.0
2020-10-18,7.0,0.0,2.0,8.0,3.0,3.0,0.0,2.0,65.0,57.0,46.0,5.783333333333333,6.5,4.433333333333334,3.6,3.1,3.0,7.316666666666666,7.666666666666667,9.95,11.1,5.783333333333333,5.666666666666667,5.933333333333334,5.4,6.133333333333334,5.1,6.0,7.0,10.0,0.0,2.0,0.0,12.0,0.0,10.0,12.0,5.0,3.0,0.0,2.0,3.0,1.0
2020-10-19,4.0,7.0,4.0,8.0,10.0,9.0,5.0,3.0,72.0,62.9,57.0,5.75,6.566666666666666,4.5,3.7,3.1166666666666667,2.7333333333333334,7.266666666666667,7.7,9.95,11.166666666666666,5.9,5.766666666666667,5.8,5.3,6.0,5.0,2.0,20.0,4.0,0.0,12.0,4.0,7.0,16.0,8.0,20.0,6.0,16.0,8.0,12.0,6.0,16.0
2020-10-20,2.0,1.0,6.0,8.0,5.0,6.0,3.0,5.0,75.0,63.1,59.0,5.7,6.466666666666667,4.45,3.7333333333333334,3.1666666666666665,2.933333333333333,7.216666666666667,7.9,9.883333333333333,11.1,5.866666666666666,5.9,5.683333333333334,5.2,5.883333333333334,5.1,5.0,8.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,12.0,2.0,5.0,6.0,7.0,2.0,2.0
2020-10-21,12.0,7.0,1.0,2.0,7.0,7.0,4.0,5.0,75.0,66.6,62.0,5.816666666666666,6.7,4.416666666666667,3.9,3.1666666666666665,2.8333333333333335,7.2,7.766666666666667,9.783333333333333,11.1,5.966666666666667,5.866666666666666,5.55,5.133333333333334,5.783333333333333,5.133333333333334,5.0,0.0,2.0,9.0,4.0,6.0,6.0,5.0,7.0,20.0,8.0,11.0,6.0,5.0,4.0,8.0
2020-10-22,8.0,5.0,3.0,17.0,13.0,10.0,6.0,9.0,80.0,66.8,61.0,5.9,6.966666666666667,4.416666666666667,3.966666666666667,3.183333333333333,2.8666666666666667,7.25,8.1,9.95,11.233333333333333,5.95,6.166666666666667,5.516666666666667,5.3,5.883333333333334,5.333333333333333,0.0,7.0,3.0,7.0,2.0,4.0,7.0,15.0,9.0,23.0,1.0,6.0,1.0,8.0,3.0,11.0
2020-10-23,12.0,5.0,6.0,11.0,15.0,19.0,11.0,12.0,77.0,67.2,63.0,6.066666666666666,7.166666666666667,4.433333333333334,3.966666666666667,3.2333333333333334,2.933333333333333,7.283333333333333,8.133333333333333,10.116666666666667,11.333333333333334,6.116666666666666,6.633333333333334,5.583333333333333,5.533333333333333,6.0,5.566666666666666,6.0,12.0,5.0,7.0,4.0,4.0,10.0,13.0,12.0,7.0,5.0,7.0,4.0,13.0,5.0,5.0
2020-10-24,11.0,10.0,5.0,10.0,7.0,7.0,10.0,1.0,77.0,65.7,58.0,6.133333333333334,7.433333333333334,4.566666666666666,3.966666666666667,3.3,3.0,7.366666666666666,8.233333333333333,10.183333333333334,11.133333333333333,6.066666666666666,6.533333333333333,5.7,5.733333333333333,5.916666666666667,5.433333333333334,3.0,15.0,10.0,2.0,3.0,0.0,7.0,13.0,13.0,10.0,10.0,5.0,4.0,6.0,5.0,12.0
2020-10-25,6.0,2.0,1.0,10.0,3.0,7.0,5.0,10.0,57.0,49.1,47.0,5.916666666666667,7.2,4.433333333333334,3.9,3.2,2.966666666666667,7.433333333333334,8.266666666666667,10.016666666666667,10.866666666666667,6.133333333333334,6.566666666666666,5.75,5.8,5.916666666666667,5.6,13.0,3.0,4.0,10.0,2.0,3.0,9.0,10.0,11.0,7.0,6.0,4.0,3.0,0.0,5.0,1.0
2020-10-26,15.0,13.0,6.0,11.0,12.0,20.0,6.0,11.0,63.0,54.7,48.0,6.166666666666667,7.533333333333333,4.633333333333334,4.3,3.2,3.1,7.516666666666667,8.633333333333333,10.033333333333333,10.9,6.316666666666666,7.166666666666667,5.683333333333334,5.9,5.9,5.766666666666667,5.0,3.0,1.0,0.0,2.0,0.0,0.0,12.0,11.0,7.0,2.0,5.0,3.0,4.0,6.0,12.0
2020-10-27,12.0,8.0,4.0,9.0,10.0,10.0,7.0,5.0,65.0,61.2,58.0,6.266666666666667,7.9,4.65,4.533333333333333,3.216666666666667,3.2,7.5,8.933333333333334,9.916666666666666,11.166666666666666,6.383333333333334,7.4,5.583333333333333,6.0,5.833333333333333,5.9,1.0,9.0,1.0,1.0,1.0,6.0,0.0,12.0,2.0,5.0,3.0,9.0,4.0,14.0,1.0,4.0
2020-10-28,22.0,6.0,2.0,14.0,13.0,19.0,13.0,13.0,70.0,65.3,62.0,6.633333333333334,8.5,4.733333333333333,4.633333333333334,3.183333333333333,3.2,7.716666666666667,9.266666666666667,10.033333333333333,11.4,6.6,7.866666666666666,5.683333333333334,6.233333333333333,5.9,6.133333333333334,4.0,3.0,3.0,1.0,2.0,2.0,4.0,6.0,6.0,8.0,5.0,3.0,6.0,1.0,6.0,8.0
2020-10-29,17.0,7.0,5.0,9.0,5.0,13.0,3.0,10.0,64.0,58.8,53.0,6.916666666666667,8.9,4.816666666666666,4.733333333333333,3.25,3.2666666666666666,7.8,9.466666666666667,10.0,11.466666666666667,6.733333333333333,8.233333333333333,5.566666666666666,6.2,6.016666666666667,6.433333333333334,5.0,16.0,4.0,3.0,3.0,9.0,3.0,6.0,3.0,22.0,2.0,7.0,4.0,16.0,1.0,2.0
2020-10-30,15.0,12.0,7.0,15.0,9.0,17.0,17.0,24.0,54.0,51.0,49.0,7.083333333333333,9.3,4.883333333333334,5.033333333333333,3.3333333333333335,3.4,7.833333333333333,9.9,10.083333333333334,11.433333333333334,6.866666666666666,8.6,5.783333333333333,6.733333333333333,6.266666666666667,7.1,3.0,27.0,3.0,4.0,3.0,2.0,2.0,10.0,10.0,10.0,6.0,8.0,1.0,10.0,4.0,7.0
2020-10-31,21.0,8.0,3.0,15.0,18.0,10.0,12.0,12.0,50.0,47.2,41.0,7.4,10.0,4.983333333333333,5.1,3.35,3.3666666666666667,8.066666666666666,10.066666666666666,10.35,11.266666666666667,6.933333333333334,8.666666666666666,5.933333333333334,6.833333333333333,6.283333333333333,7.366666666666666,0.0,0.0,6.0,5.0,4.0,0.0,10.0,11.0,23.0,9.0,8.0,8.0,9.0,1.0,4.0,1.0
2020-11-01,9.0,8.0,2.0,21.0,8.0,4.0,11.0,7.0,59.0,53.3,42.0,7.516666666666667,10.1,4.983333333333333,5.3,3.35,3.3333333333333335,8.233333333333333,10.566666666666666,10.4,10.933333333333334,6.85,8.7,5.916666666666667,7.066666666666666,6.283333333333333,7.366666666666666,6.0,7.0,2.0,0.0,3.0,2.0,6.0,8.0,18.0,3.0,3.0,3.0,4.0,0.0,7.0,2.0
2020-11-02,14.0,8.0,11.0,11.0,8.0,15.0,12.0,4.0,50.0,43.8,39.0,7.683333333333334,10.566666666666666,4.966666666666667,5.2,3.433333333333333,3.6,8.316666666666666,10.566666666666666,10.316666666666666,10.6,7.05,9.1,6.066666666666666,7.466666666666667,6.2,7.433333333333334,0.0,4.0,11.0,7.0,3.0,4.0,11.0,8.0,18.0,10.0,3.0,9.0,0.0,5.0,2.0,3.0
2020-11-03,11.0,15.0,5.0,10.0,6.0,14.0,7.0,8.0,65.0,52.1,40.0,7.766666666666667,10.7,5.133333333333334,5.7,3.4833333333333334,3.7666666666666666,8.383333333333333,10.9,10.283333333333333,10.4,7.166666666666667,9.466666666666667,6.066666666666666,7.633333333333334,6.183333333333334,7.666666666666667,7.0,2.0,0.0,1.0,0.0,6.0,0.0,8.0,12.0,5.0,3.0,6.0,2.0,3.0,1.0,5.0
2020-11-04,5.0,10.0,2.0,17.0,13.0,8.0,10.0,13.0,66.0,53.0,42.0,7.783333333333333,10.2,5.3,6.033333333333333,3.466666666666667,3.7,8.5,10.933333333333334,10.366666666666667,10.166666666666666,7.233333333333333,9.2,6.1,7.566666666666666,6.333333333333333,7.566666666666666,20.0,12.0,0.0,7.0,4.0,1.0,16.0,2.0,20.0,7.0,16.0,7.0,12.0,4.0,16.0,5.0
2020-11-05,30.0,17.0,8.0,13.0,13.0,17.0,7.0,6.0,67.0,56.3,48.0,8.233333333333333,10.933333333333334,5.55,6.6,3.6,3.966666666666667,8.666666666666666,11.066666666666666,10.45,10.2,7.383333333333334,9.6,6.183333333333334,7.566666666666666,6.25,7.7,8.0,8.0,0.0,5.0,0.0,3.0,9.0,17.0,12.0,13.0,5.0,10.0,7.0,6.0,2.0,9.0
2020-11-06,1.0,17.0,8.0,19.0,16.0,14.0,9.0,14.0,70.0,56.8,50.0,8.166666666666666,10.966666666666667,5.533333333333333,6.866666666666666,3.7333333333333334,4.033333333333333,8.933333333333334,11.533333333333333,10.633333333333333,10.066666666666666,7.566666666666666,9.7,6.25,7.7,6.35,7.9,0.0,12.0,9.0,5.0,6.0,6.0,5.0,11.0,20.0,15.0,11.0,19.0,5.0,11.0,8.0,12.0
2020-11-07,18.0,19.0,11.0,11.0,11.0,17.0,9.0,11.0,73.0,58.5,47.0,8.383333333333333,11.333333333333334,5.833333333333333,7.266666666666667,3.9,4.266666666666667,9.1,11.4,10.75,9.666666666666666,7.8,10.066666666666666,6.35,7.733333333333333,6.466666666666667,7.9,7.0,11.0,7.0,10.0,4.0,5.0,15.0,10.0,23.0,7.0,6.0,7.0,8.0,10.0,11.0,1.0
2020-11-08,10.0,6.0,8.0,17.0,12.0,17.0,5.0,11.0,73.0,58.5,47.0,8.483333333333333,11.266666666666667,5.916666666666667,7.233333333333333,3.95,4.4,9.366666666666667,11.533333333333333,10.85,9.833333333333334,8.05,10.4,6.4,7.466666666666667,6.6,8.1,12.0,6.0,7.0,2.0,4.0,1.0,13.0,10.0,7.0,3.0,7.0,7.0,13.0,5.0,5.0,10.0
