Date,Ward_1_Cases,Ward_2_Cases,Ward_3_Cases,Ward_4_Cases,Ward_5_Cases,Ward_6_Cases,Ward_7_Cases,Ward_8_Cases,Max_Temp,Avg_Temp,Min_Temp,Ward_1_Cases_2M_Avg,Ward_1_Cases_1M_Avg,Ward_2_Cases_2M_Avg,Ward_2_Cases_1M_Avg,Ward_3_Cases_2M_Avg,Ward_3_Cases_1M_Avg,Ward_4_Cases_2M_Avg,Ward_4_Cases_1M_Avg,Ward_5_Cases_2M_Avg,Ward_5_Cases_1M_Avg,Ward_6_Cases_2M_Avg,Ward_6_Cases_1M_Avg,Ward_7_Cases_2M_Avg,Ward_7_Cases_1M_Avg,Ward_8_Cases_2M_Avg,Ward_8_Cases_1M_Avg,Ward_1_Cases_Shift_M,Ward_1_Cases_Shift_2W,Ward_2_Cases_Shift_M,Ward_2_Cases_Shift_2W,Ward_3_Cases_Shift_M,Ward_3_Cases_Shift_2W,Ward_4_Cases_Shift_M,Ward_4_Cases_Shift_2W,Ward_5_Cases_Shift_M,Ward_5_Cases_Shift_2W,Ward_6_Cases_Shift_M,Ward_6_Cases_Shift_2W,Ward_7_Cases_Shift_M,Ward_7_Cases_Shift_2W,Ward_8_Cases_Shift_M,Ward_8_Cases_Shift_2W
2021-01-08,40.0,29.0,17.0,42.0,66.0,54.0,52.0,38.0,38.0,35.5,33.0,25.633333333333333,28.966666666666665,19.066666666666666,19.933333333333334,12.716666666666667,13.5,31.05,35.166666666666664,32.43333333333333,36.06666666666667,33.88333333333333,35.4,30.066666666666666,31.9,31.183333333333334,37.43333333333333,18.0,0.0,13.0,0.0,6.0,0.0,22.0,0.0,43.0,0.0,46.0,0.0,41.0,0.0,43.0,0.0
2021-01-09,37.0,26.0,24.0,55.0,60.0,64.0,24.0,31.0,47.0,38.8,32.0,26.033333333333335,29.166666666666668,19.233333333333334,19.7,12.733333333333333,13.9,31.4,35.86666666666667,32.93333333333333,36.93333333333333,34.36666666666667,36.56666666666667,30.05,31.766666666666666,31.283333333333335,36.833333333333336,31.0,63.0,33.0,36.0,12.0,17.0,34.0,80.0,34.0,90.0,29.0,57.0,28.0,68.0,49.0,75.0
2021-01-10,30.0,13.0,9.0,30.0,34.0,26.0,24.0,37.0,49.0,40.8,35.0,26.316666666666666,29.133333333333333,19.183333333333334,19.333333333333332,12.8,13.533333333333333,31.683333333333334,35.166666666666664,33.1,37.166666666666664,34.3,36.333333333333336,30.233333333333334,31.366666666666667,31.683333333333334,36.166666666666664,31.0,12.0,24.0,0.0,20.0,13.0,51.0,10.0,27.0,24.0,33.0,31.0,36.0,12.0,57.0,36.0
2021-01-11,49.0,26.0,23.0,77.0,62.0,50.0,71.0,59.0,43.0,36.7,30.0,26.866666666666667,29.666666666666668,19.266666666666666,20.1,12.983333333333333,13.933333333333334,32.583333333333336,36.8,33.9,38.5,34.68333333333333,36.4,31.066666666666666,31.866666666666667,32.35,37.233333333333334,33.0,18.0,3.0,18.0,11.0,10.0,28.0,24.0,22.0,45.0,48.0,6.0,56.0,36.0,27.0,29.0
2021-01-12,18.0,21.0,17.0,27.0,16.0,26.0,30.0,19.0,49.0,37.6,30.0,26.883333333333333,29.5,19.216666666666665,20.4,13.166666666666666,14.066666666666666,32.71666666666667,36.7,33.733333333333334,38.36666666666667,34.43333333333333,36.7,31.216666666666665,32.36666666666667,32.3,36.63333333333333,23.0,25.0,12.0,19.0,13.0,15.0,30.0,29.0,20.0,32.0,17.0,38.0,15.0,37.0,37.0,23.0
2021-01-13,30.0,25.0,16.0,36.0,34.0,30.0,20.0,25.0,50.0,39.7,31.0,27.033333333333335,29.1,19.316666666666666,20.733333333333334,13.3,14.033333333333333,32.81666666666667,36.43333333333333,33.95,37.6,34.38333333333333,36.56666666666667,31.316666666666666,31.833333333333332,32.516666666666666,35.93333333333333,42.0,25.0,15.0,8.0,17.0,12.0,44.0,25.0,57.0,29.0,34.0,29.0,36.0,46.0,46.0,38.0
2021-01-14,32.0,28.0,15.0,45.0,41.0,56.0,40.0,33.0,55.0,42.1,32.0,27.433333333333334,29.166666666666668,19.633333333333333,21.366666666666667,13.5,14.233333333333333,33.4,36.6,34.36666666666667,37.86666666666667,34.96666666666667,37.233333333333334,31.783333333333335,31.766666666666666,32.93333333333333,35.6,30.0,30.0,9.0,43.0,9.0,24.0,40.0,40.0,33.0,35.0,36.0,47.0,42.0,9.0,43.0,41.0
2021-01-15,43.0,37.0,35.0,38.0,59.0,56.0,37.0,70.0,52.0,43.9,35.0,27.65,29.566666666666666,19.816666666666666,21.9,13.833333333333334,15.266666666666667,33.5,37.0,34.6,38.63333333333333,35.18333333333333,38.266666666666666,32.016666666666666,32.13333333333333,33.61666666666667,36.53333333333333,31.0,31.0,21.0,22.0,4.0,25.0,26.0,45.0,36.0,27.0,25.0,31.0,26.0,36.0,42.0,36.0
2021-01-16,37.0,22.0,22.0,54.0,47.0,56.0,29.0,35.0,47.0,42.3,35.0,27.916666666666668,29.733333333333334,19.9,21.333333333333332,14.05,15.6,34.083333333333336,37.666666666666664,34.95,38.96666666666667,35.65,38.6,32.15,32.56666666666667,34.016666666666666,36.1,32.0,31.0,39.0,28.0,12.0,12.0,34.0,42.0,37.0,30.0,46.0,37.0,16.0,43.0,48.0,28.0
2021-01-17,12.0,7.0,9.0,30.0,26.0,27.0,37.0,31.0,49.0,40.8,34.0,27.766666666666666,28.933333333333334,19.65,21.066666666666666,13.95,15.7,34.06666666666667,37.7,34.95,38.53333333333333,35.43333333333333,38.2,32.36666666666667,32.733333333333334,34.0,35.9,36.0,20.0,15.0,1.0,6.0,7.0,29.0,24.0,39.0,20.0,39.0,41.0,32.0,11.0,37.0,15.0
2021-01-18,28.0,3.0,19.0,27.0,31.0,35.0,48.0,30.0,46.0,40.0,35.0,27.983333333333334,29.0,19.45,20.566666666666666,14.25,15.966666666666667,34.266666666666666,37.266666666666666,35.11666666666667,38.06666666666667,35.666666666666664,37.833333333333336,32.916666666666664,33.13333333333333,34.21666666666667,36.13333333333333,26.0,24.0,18.0,28.0,11.0,14.0,40.0,39.0,45.0,35.0,46.0,27.0,36.0,43.0,23.0,54.0
