Date,Ward_1_Cases,Ward_1_Cases_3D_Avg,Ward_1_Cases_1W_Avg,Ward_1_Cases_2W_Avg,Ward_2_Cases,Ward_2_Cases_3D_Avg,Ward_2_Cases_1W_Avg,Ward_2_Cases_2W_Avg,Ward_3_Cases,Ward_3_Cases_3D_Avg,Ward_3_Cases_1W_Avg,Ward_3_Cases_2W_Avg,Ward_4_Cases,Ward_4_Cases_3D_Avg,Ward_4_Cases_1W_Avg,Ward_4_Cases_2W_Avg,Ward_5_Cases,Ward_5_Cases_3D_Avg,Ward_5_Cases_1W_Avg,Ward_5_Cases_2W_Avg,Ward_6_Cases,Ward_6_Cases_3D_Avg,Ward_6_Cases_1W_Avg,Ward_6_Cases_2W_Avg,Ward_7_Cases,Ward_7_Cases_3D_Avg,Ward_7_Cases_1W_Avg,Ward_7_Cases_2W_Avg,Ward_8_Cases,Ward_8_Cases_3D_Avg,Ward_8_Cases_1W_Avg,Ward_8_Cases_2W_Avg
2020-04-26,450.0,440.3333333333333,402.0,344.0,261.0,259.3333333333333,249.14285714285714,226.21428571428572,268.0,264.6666666666667,246.42857142857142,215.85714285714286,681.0,660.0,599.2857142857143,509.2142857142857,571.0,545.3333333333334,487.57142857142856,406.2857142857143,419.0,417.3333333333333,404.0,367.14285714285717,578.0,563.6666666666666,527.8571428571429,453.7142857142857,535.0,527.6666666666666,494.42857142857144,402.5
2020-04-27,475.0,456.3333333333333,419.14285714285717,361.5,266.0,262.6666666666667,254.57142857142858,232.21428571428572,268.0,268.0,252.42857142857142,224.35714285714286,702.0,682.0,626.0,536.0714285714286,587.0,570.0,513.7142857142857,429.5,419.0,419.0,410.42857142857144,376.35714285714283,594.0,580.6666666666666,543.8571428571429,475.0,560.0,541.6666666666666,510.85714285714283,425.57142857142856
2020-04-28,503.0,476.0,439.7142857142857,380.07142857142856,284.0,270.3333333333333,261.7142857142857,239.42857142857142,270.0,268.6666666666667,258.7142857142857,232.14285714285714,727.0,703.3333333333334,652.2857142857143,562.2142857142857,622.0,593.3333333333334,541.2857142857143,454.07142857142856,433.0,423.6666666666667,417.0,386.0,630.0,600.6666666666666,563.5714285714286,497.0,597.0,564.0,530.7142857142857,449.7142857142857
2020-04-29,543.0,507.0,463.57142857142856,400.0,291.0,280.3333333333333,267.2857142857143,246.42857142857142,282.0,273.3333333333333,266.57142857142856,240.21428571428572,774.0,734.3333333333334,682.5714285714286,589.7142857142857,646.0,618.3333333333334,568.4285714285714,478.0,450.0,434.0,423.2857142857143,395.7857142857143,659.0,627.6666666666666,585.1428571428571,518.2857142857143,632.0,596.3333333333334,552.8571428571429,473.92857142857144
2020-04-30,593.0,546.3333333333334,490.7142857142857,422.2142857142857,317.0,297.3333333333333,276.57142857142856,254.28571428571428,294.0,282.0,272.57142857142856,248.64285714285714,849.0,783.3333333333334,718.8571428571429,620.1428571428571,699.0,655.6666666666666,598.5714285714286,504.5,468.0,450.3333333333333,431.7142857142857,405.14285714285717,701.0,663.3333333333334,610.7142857142857,541.0714285714286,677.0,635.3333333333334,578.4285714285714,499.7142857142857
2020-05-01,621.0,585.6666666666666,518.4285714285714,444.5,318.0,308.6666666666667,285.42857142857144,261.64285714285717,302.0,292.6666666666667,278.85714285714283,255.57142857142858,889.0,837.3333333333334,755.0,650.8571428571429,722.0,689.0,628.4285714285714,531.0714285714286,476.0,464.6666666666667,440.57142857142856,413.92857142857144,711.0,690.3333333333334,634.7142857142857,563.1428571428571,692.0,667.0,603.2857142857143,524.9285714285714
2020-05-02,649.0,621.0,547.7142857142857,467.2857142857143,325.0,320.0,294.57142857142856,269.2857142857143,311.0,302.3333333333333,285.0,262.7142857142857,931.0,889.6666666666666,793.2857142857143,683.2857142857143,768.0,729.6666666666666,659.2857142857143,560.0,489.0,477.6666666666667,450.57142857142856,423.5,751.0,721.0,660.5714285714286,585.3571428571429,713.0,694.0,629.4285714285714,550.5714285714286
2020-05-03,668.0,646.0,578.8571428571429,490.42857142857144,333.0,325.3333333333333,304.85714285714283,277.0,314.0,309.0,291.57142857142856,269.0,980.0,933.3333333333334,836.0,717.6428571428571,799.0,763.0,691.8571428571429,589.7142857142857,499.0,488.0,462.0,433.0,769.0,743.6666666666666,687.8571428571429,607.8571428571429,737.0,714.0,658.2857142857143,576.3571428571429
2020-05-04,694.0,670.3333333333334,610.1428571428571,514.6428571428571,345.0,334.3333333333333,316.14285714285717,285.35714285714283,317.0,314.0,298.57142857142856,275.5,1009.0,973.3333333333334,879.8571428571429,752.9285714285714,819.0,795.3333333333334,725.0,619.3571428571429,525.0,504.3333333333333,477.14285714285717,443.7857142857143,791.0,770.3333333333334,716.0,629.9285714285714,751.0,733.6666666666666,685.5714285714286,598.2142857142857
2020-05-05,710.0,690.6666666666666,639.7142857142857,539.7142857142857,352.0,343.3333333333333,325.85714285714283,293.7857142857143,326.0,319.0,306.57142857142856,282.64285714285717,1044.0,1011.0,925.1428571428571,788.7142857142857,846.0,821.3333333333334,757.0,649.1428571428571,533.0,519.0,491.42857142857144,454.2142857142857,802.0,787.3333333333334,740.5714285714286,652.0714285714286,775.0,754.3333333333334,711.0,620.8571428571429
2020-05-06,746.0,716.6666666666666,668.7142857142857,566.1428571428571,357.0,351.3333333333333,335.2857142857143,301.2857142857143,332.0,325.0,313.7142857142857,290.14285714285717,1089.0,1047.3333333333333,970.1428571428571,826.3571428571429,887.0,850.6666666666666,791.4285714285714,679.9285714285714,548.0,535.3333333333334,505.42857142857144,464.35714285714283,823.0,805.3333333333334,764.0,674.5714285714286,799.0,775.0,734.8571428571429,643.8571428571429
2020-05-07,774.0,743.3333333333334,694.5714285714286,592.6428571428571,372.0,360.3333333333333,343.14285714285717,309.85714285714283,339.0,332.3333333333333,320.14285714285717,296.35714285714283,1150.0,1094.3333333333333,1013.1428571428571,866.0,930.0,887.6666666666666,824.4285714285714,711.5,570.0,550.3333333333334,520.0,475.85714285714283,860.0,828.3333333333334,786.7142857142857,698.7142857142857,830.0,801.3333333333334,756.7142857142857,667.5714285714286
2020-05-08,809.0,776.3333333333334,721.4285714285714,619.9285714285714,377.0,368.6666666666667,351.57142857142856,318.5,343.0,338.0,326.0,302.42857142857144,1203.0,1147.3333333333333,1058.0,906.5,971.0,929.3333333333334,860.0,744.2142857142857,584.0,567.3333333333334,535.4285714285714,488.0,882.0,855.0,811.1428571428571,722.9285714285714,862.0,830.3333333333334,781.0,692.1428571428571
2020-05-09,835.0,806.0,748.0,647.8571428571429,383.0,377.3333333333333,359.85714285714283,327.2142857142857,347.0,343.0,331.14285714285717,308.07142857142856,1241.0,1198.0,1102.2857142857142,947.7857142857143,993.0,964.6666666666666,892.1428571428571,775.7142857142857,596.0,583.3333333333334,550.7142857142857,500.64285714285717,910.0,884.0,833.8571428571429,747.2142857142857,888.0,860.0,806.0,717.7142857142857
2020-05-10,851.0,831.6666666666666,774.1428571428571,676.5,392.0,384.0,368.2857142857143,336.57142857142856,350.0,346.6666666666667,336.2857142857143,313.92857142857144,1275.0,1239.6666666666667,1144.4285714285713,990.2142857142857,1008.0,990.6666666666666,922.0,806.9285714285714,602.0,594.0,565.4285714285714,513.7142857142857,930.0,907.3333333333334,856.8571428571429,772.3571428571429,899.0,883.0,829.1428571428571,743.7142857142857
2020-05-11,872.0,852.6666666666666,799.5714285714286,704.8571428571429,400.0,391.6666666666667,376.14285714285717,346.14285714285717,353.0,350.0,341.42857142857144,320.0,1298.0,1271.3333333333333,1185.7142857142858,1032.7857142857142,1017.0,1006.0,950.2857142857143,837.6428571428571,610.0,602.6666666666666,577.5714285714286,527.3571428571429,943.0,927.6666666666666,878.5714285714286,797.2857142857143,909.0,898.6666666666666,851.7142857142857,768.6428571428571
2020-05-12,880.0,867.6666666666666,823.8571428571429,731.7857142857143,403.0,398.3333333333333,383.42857142857144,354.64285714285717,357.0,353.3333333333333,345.85714285714283,326.2142857142857,1328.0,1300.3333333333333,1226.2857142857142,1075.7142857142858,1032.0,1019.0,976.8571428571429,866.9285714285714,616.0,609.3333333333334,589.4285714285714,540.4285714285714,960.0,944.3333333333334,901.1428571428571,820.8571428571429,925.0,911.0,873.1428571428571,792.0714285714286
2020-05-13,908.0,886.6666666666666,847.0,757.8571428571429,403.0,402.0,390.0,362.64285714285717,362.0,357.3333333333333,350.14285714285717,331.92857142857144,1377.0,1334.3333333333333,1267.4285714285713,1118.7857142857142,1054.0,1034.3333333333333,1000.7142857142857,896.0714285714286,624.0,616.6666666666666,600.2857142857143,552.8571428571429,979.0,960.6666666666666,923.4285714285714,843.7142857142857,937.0,923.6666666666666,892.8571428571429,813.8571428571429
2020-05-14,924.0,904.0,868.4285714285714,781.5,408.0,404.6666666666667,395.14285714285717,369.14285714285717,364.0,361.0,353.7142857142857,336.92857142857144,1409.0,1371.3333333333333,1304.4285714285713,1158.7857142857142,1070.0,1052.0,1020.7142857142857,922.5714285714286,635.0,625.0,609.5714285714286,564.7857142857143,989.0,976.0,941.8571428571429,864.2857142857143,977.0,946.3333333333334,913.8571428571429,835.2857142857143
2020-05-15,951.0,927.6666666666666,888.7142857142857,805.0714285714286,415.0,408.6666666666667,400.57142857142856,376.07142857142856,368.0,364.6666666666667,357.2857142857143,341.64285714285717,1450.0,1412.0,1339.7142857142858,1198.857142857143,1087.0,1070.3333333333333,1037.2857142857142,948.6428571428571,644.0,634.3333333333334,618.1428571428571,576.7857142857143,1016.0,994.6666666666666,961.0,886.0714285714286,1010.0,974.6666666666666,935.0,858.0
2020-05-16,962.0,945.6666666666666,906.8571428571429,827.4285714285714,419.0,414.0,405.7142857142857,382.7857142857143,374.0,368.6666666666667,361.14285714285717,346.14285714285717,1463.0,1440.6666666666667,1371.4285714285713,1236.857142857143,1111.0,1089.3333333333333,1054.142857142857,973.1428571428571,646.0,641.6666666666666,625.2857142857143,588.0,1030.0,1011.6666666666666,978.1428571428571,906.0,1015.0,1000.6666666666666,953.1428571428571,879.5714285714286
