Date,Ward_1_Cases,Ward_1_Cases_3D_Avg,Ward_1_Cases_1W_Avg,Ward_1_Cases_2W_Avg,Ward_2_Cases,Ward_2_Cases_3D_Avg,Ward_2_Cases_1W_Avg,Ward_2_Cases_2W_Avg,Ward_3_Cases,Ward_3_Cases_3D_Avg,Ward_3_Cases_1W_Avg,Ward_3_Cases_2W_Avg,Ward_4_Cases,Ward_4_Cases_3D_Avg,Ward_4_Cases_1W_Avg,Ward_4_Cases_2W_Avg,Ward_5_Cases,Ward_5_Cases_3D_Avg,Ward_5_Cases_1W_Avg,Ward_5_Cases_2W_Avg,Ward_6_Cases,Ward_6_Cases_3D_Avg,Ward_6_Cases_1W_Avg,Ward_6_Cases_2W_Avg,Ward_7_Cases,Ward_7_Cases_3D_Avg,Ward_7_Cases_1W_Avg,Ward_7_Cases_2W_Avg,Ward_8_Cases,Ward_8_Cases_3D_Avg,Ward_8_Cases_1W_Avg,Ward_8_Cases_2W_Avg
2020-05-17,985.0,966.0,926.0,850.0714285714286,426.0,420.0,410.57142857142856,389.42857142857144,377.0,373.0,365.0,350.64285714285717,1497.0,1470.0,1403.142857142857,1273.7857142857142,1133.0,1110.3333333333333,1072.0,997.0,652.0,647.3333333333334,632.4285714285714,598.9285714285714,1058.0,1034.6666666666667,996.4285714285714,926.6428571428571,1040.0,1021.6666666666666,973.2857142857143,901.2142857142857
2020-05-18,1023.0,990.0,947.5714285714286,873.5714285714286,439.0,428.0,416.14285714285717,396.14285714285717,380.0,377.0,368.85714285714283,355.14285714285717,1528.0,1496.0,1436.0,1310.857142857143,1157.0,1133.6666666666667,1092.0,1021.1428571428571,657.0,651.6666666666666,639.1428571428571,608.3571428571429,1080.0,1056.0,1016.0,947.2857142857143,1054.0,1036.3333333333333,994.0,922.8571428571429
2020-05-19,1032.0,1013.3333333333334,969.2857142857143,896.5714285714286,442.0,435.6666666666667,421.7142857142857,402.57142857142856,382.0,379.6666666666667,372.42857142857144,359.14285714285717,1569.0,1531.3333333333333,1470.4285714285713,1348.357142857143,1177.0,1155.6666666666667,1112.7142857142858,1044.7857142857142,662.0,657.0,645.7142857142857,617.5714285714286,1091.0,1076.3333333333333,1034.7142857142858,967.9285714285714,1078.0,1057.3333333333333,1015.8571428571429,944.5
2020-05-20,1071.0,1042.0,992.5714285714286,919.7857142857143,451.0,444.0,428.57142857142856,409.2857142857143,385.0,382.3333333333333,375.7142857142857,362.92857142857144,1642.0,1579.6666666666667,1508.2857142857142,1387.857142857143,1204.0,1179.3333333333333,1134.142857142857,1067.4285714285713,680.0,666.3333333333334,653.7142857142857,627.0,1134.0,1101.6666666666667,1056.857142857143,990.1428571428571,1101.0,1077.6666666666667,1039.2857142857142,966.0714285714286
2020-05-21,1095.0,1066.0,1017.0,942.7142857142857,460.0,451.0,436.0,415.57142857142856,393.0,386.6666666666667,379.85714285714283,366.7857142857143,1657.0,1622.6666666666667,1543.7142857142858,1424.0714285714287,1225.0,1202.0,1156.2857142857142,1088.5,682.0,674.6666666666666,660.4285714285714,635.0,1147.0,1124.0,1079.4285714285713,1010.6428571428571,1112.0,1097.0,1058.5714285714287,986.2142857142857
2020-05-22,1105.0,1090.3333333333333,1039.0,963.8571428571429,468.0,459.6666666666667,443.57142857142856,422.07142857142856,396.0,391.3333333333333,383.85714285714283,370.57142857142856,1666.0,1655.0,1574.5714285714287,1457.142857142857,1242.0,1223.6666666666667,1178.4285714285713,1107.857142857143,687.0,683.0,666.5714285714286,642.3571428571429,1159.0,1146.6666666666667,1099.857142857143,1030.4285714285713,1120.0,1111.0,1074.2857142857142,1004.6428571428571
2020-05-23,1125.0,1108.3333333333333,1062.2857142857142,984.5714285714286,482.0,470.0,452.57142857142856,429.14285714285717,404.0,397.6666666666667,388.14285714285717,374.64285714285717,1707.0,1676.6666666666667,1609.4285714285713,1490.4285714285713,1270.0,1245.6666666666667,1201.142857142857,1127.642857142857,692.0,687.0,673.1428571428571,649.2142857142857,1168.0,1158.0,1119.5714285714287,1048.857142857143,1136.0,1122.6666666666667,1091.5714285714287,1022.3571428571429
2020-05-24,1144.0,1124.6666666666667,1085.0,1005.5,490.0,480.0,461.7142857142857,436.14285714285717,408.0,402.6666666666667,392.57142857142856,378.7857142857143,1737.0,1703.3333333333333,1643.7142857142858,1523.4285714285713,1286.0,1266.0,1223.0,1147.5,705.0,694.6666666666666,680.7142857142857,656.5714285714286,1180.0,1169.0,1137.0,1066.7142857142858,1147.0,1134.3333333333333,1106.857142857143,1040.0714285714287
2020-05-25,1166.0,1145.0,1105.4285714285713,1026.5,508.0,493.3333333333333,471.57142857142856,443.85714285714283,410.0,407.3333333333333,396.85714285714283,382.85714285714283,1759.0,1734.3333333333333,1676.7142857142858,1556.357142857143,1303.0,1286.3333333333333,1243.857142857143,1167.9285714285713,709.0,702.0,688.1428571428571,663.6428571428571,1194.0,1180.6666666666667,1153.2857142857142,1084.642857142857,1156.0,1146.3333333333333,1121.4285714285713,1057.7142857142858
2020-05-26,1178.0,1162.6666666666667,1126.2857142857142,1047.7857142857142,509.0,502.3333333333333,481.14285714285717,451.42857142857144,411.0,409.6666666666667,401.0,386.7142857142857,1771.0,1755.6666666666667,1705.5714285714287,1588.0,1315.0,1301.3333333333333,1263.5714285714287,1188.142857142857,713.0,709.0,695.4285714285714,670.5714285714286,1204.0,1192.6666666666667,1169.4285714285713,1102.0714285714287,1174.0,1159.0,1135.142857142857,1075.5
2020-05-27,1188.0,1177.3333333333333,1143.0,1067.7857142857142,511.0,509.3333333333333,489.7142857142857,459.14285714285717,413.0,411.3333333333333,405.0,390.35714285714283,1785.0,1771.6666666666667,1726.0,1617.142857142857,1327.0,1315.0,1281.142857142857,1207.642857142857,722.0,714.6666666666666,701.4285714285714,677.5714285714286,1219.0,1205.6666666666667,1181.5714285714287,1119.2142857142858,1191.0,1173.6666666666667,1148.0,1093.642857142857
2020-05-28,1198.0,1188.0,1157.7142857142858,1087.357142857143,512.0,510.6666666666667,497.14285714285717,466.57142857142856,416.0,413.3333333333333,408.2857142857143,394.07142857142856,1795.0,1783.6666666666667,1745.7142857142858,1644.7142857142858,1331.0,1324.3333333333333,1296.2857142857142,1226.2857142857142,729.0,721.3333333333334,708.1428571428571,684.2857142857143,1224.0,1215.6666666666667,1192.5714285714287,1136.0,1196.0,1187.0,1160.0,1109.2857142857142
2020-05-29,1221.0,1202.3333333333333,1174.2857142857142,1106.642857142857,512.0,511.6666666666667,503.42857142857144,473.5,416.0,415.0,411.14285714285717,397.5,1828.0,1802.6666666666667,1768.857142857143,1671.7142857142858,1351.0,1336.3333333333333,1311.857142857143,1245.142857142857,750.0,733.6666666666666,717.1428571428571,691.8571428571429,1269.0,1237.3333333333333,1208.2857142857142,1154.0714285714287,1242.0,1209.6666666666667,1177.4285714285713,1125.857142857143
2020-05-30,1229.0,1216.0,1189.142857142857,1125.7142857142858,512.0,512.0,507.7142857142857,480.14285714285717,417.0,416.3333333333333,413.0,400.57142857142856,1840.0,1821.0,1787.857142857143,1698.642857142857,1364.0,1348.6666666666667,1325.2857142857142,1263.2142857142858,755.0,744.6666666666666,726.1428571428571,699.6428571428571,1285.0,1259.3333333333333,1225.0,1172.2857142857142,1259.0,1232.3333333333333,1195.0,1143.2857142857142
2020-05-31,1237.0,1229.0,1202.4285714285713,1143.7142857142858,514.0,512.6666666666666,511.14285714285717,486.42857142857144,419.0,417.3333333333333,414.57142857142856,403.57142857142856,1846.0,1838.0,1803.4285714285713,1723.5714285714287,1376.0,1363.6666666666667,1338.142857142857,1280.5714285714287,757.0,754.0,733.5714285714286,707.1428571428571,1296.0,1283.3333333333333,1241.5714285714287,1189.2857142857142,1269.0,1256.6666666666667,1212.4285714285713,1159.642857142857
2020-06-01,1243.0,1236.3333333333333,1213.4285714285713,1159.4285714285713,514.0,513.3333333333334,512.0,491.7857142857143,420.0,418.6666666666667,416.0,406.42857142857144,1852.0,1846.0,1816.7142857142858,1746.7142857142858,1379.0,1373.0,1349.0,1296.4285714285713,758.0,756.6666666666666,740.5714285714286,714.3571428571429,1298.0,1293.0,1256.4285714285713,1204.857142857143,1278.0,1268.6666666666667,1229.857142857143,1175.642857142857
2020-06-02,1243.0,1241.0,1222.7142857142858,1174.5,514.0,514.0,512.7142857142857,496.92857142857144,420.0,419.6666666666667,417.2857142857143,409.14285714285717,1852.0,1850.0,1828.2857142857142,1766.9285714285713,1379.0,1378.0,1358.142857142857,1310.857142857143,758.0,757.6666666666666,747.0,721.2142857142857,1298.0,1297.3333333333333,1269.857142857143,1219.642857142857,1278.0,1275.0,1244.7142857142858,1189.9285714285713
2020-06-03,1288.0,1258.0,1237.0,1190.0,522.0,516.6666666666666,514.2857142857143,502.0,428.0,422.6666666666667,419.42857142857144,412.2142857142857,1913.0,1872.3333333333333,1846.5714285714287,1786.2857142857142,1400.0,1386.0,1368.5714285714287,1324.857142857143,774.0,763.3333333333334,754.4285714285714,727.9285714285714,1317.0,1304.3333333333333,1283.857142857143,1232.7142857142858,1323.0,1293.0,1263.5714285714287,1205.7857142857142
2020-06-04,1302.0,1277.6666666666667,1251.857142857143,1204.7857142857142,525.0,520.3333333333334,516.1428571428571,506.64285714285717,432.0,426.6666666666667,421.7142857142857,415.0,1926.0,1897.0,1865.2857142857142,1805.5,1414.0,1397.6666666666667,1380.4285714285713,1338.357142857143,782.0,771.3333333333334,762.0,735.0714285714286,1325.0,1313.3333333333333,1298.2857142857142,1245.4285714285713,1340.0,1313.6666666666667,1284.142857142857,1222.0714285714287
2020-06-05,1313.0,1301.0,1265.0,1219.642857142857,526.0,524.3333333333334,518.1428571428571,510.7857142857143,435.0,431.6666666666667,424.42857142857144,417.7857142857143,1943.0,1927.3333333333333,1881.7142857142858,1825.2857142857142,1420.0,1411.3333333333333,1390.2857142857142,1351.0714285714287,787.0,781.0,767.2857142857143,742.2142857142857,1335.0,1325.6666666666667,1307.7142857142858,1258.0,1354.0,1339.0,1300.142857142857,1238.7857142857142
2020-06-06,1320.0,1311.6666666666667,1278.0,1233.5714285714287,528.0,526.3333333333334,520.4285714285714,514.0714285714286,437.0,434.6666666666667,427.2857142857143,420.14285714285717,1955.0,1941.3333333333333,1898.142857142857,1843.0,1428.0,1420.6666666666667,1399.4285714285713,1362.357142857143,795.0,788.0,773.0,749.5714285714286,1345.0,1335.0,1316.2857142857142,1270.642857142857,1367.0,1353.6666666666667,1315.5714285714287,1255.2857142857142
